职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
养老规划师（朝阳行业 朝九晚五）,8千-1.2万,长沙·雨花区,5年及以上,大专,中国平安人寿保险股份有限公司湖南分公司,保险,民营,未知,周末双休;补充公积金;补充医疗保险;专业培训;出国机会;年终奖金,,
综合金融储备主管（优才计划）,8千-1.5万,长沙·雨花区,2年,本科,中国平安人寿保险股份有限公司湖南分公司,保险,民营,未知,周末双休;培训;年金;五险三金,团队管理;组织发展;保险;津贴;法定节假;节假日休;晋升,综合金融
团险客户服务专员 (MJ002006),5千-1万·16薪,苏州·吴中区,5年,本科,招商信诺人寿保险有限公司江苏省苏州分公司,保险,合资,少于50人,五险一金;节日福利;带薪年假;定期体检;周末双休;补充医疗保险;培训,保险;年度体检,
NS管培生（销售管理）,6-8千,贵阳·观山湖区,无需经验,本科,中国平安人寿保险股份有限公司贵州分公司,保险,民营,未知,绩效追踪;绩效奖金;节日福利;带薪年假;周末双休;六险二金;培训,保险;业务辅导,市场营销
专项招聘：招行渠道高客团队财富经理（代理制）,2-4万,北京·朝阳区,1年及以上,本科,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训,银保;保险;级别津贴;佣金;津贴;上不封顶;交通便利;医疗保险,银行保险 渠道销售 大客户销售 金融销售
专项招聘：招行渠道高客团队财富经理（代理制）,2-4万,北京·朝阳区,1年及以上,本科,中意人寿保险有限公司北京分公司,保险,合资,150-500人,,银保;寿险;理财保险;养老;保险;级别津贴;佣金;津贴;上不封顶,销售 大客户销售 渠道销售 营销 银行保险
华泰财险青岛分公司中介渠道业务发展经理(010324),4-8千,青岛·崂山区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金,财产险;保险行业;业务推广;业务拓展;市场分析;保险经纪公司,金融保险 客户经理 保险销售 市场营销
管理培训生,8千-1.3万·13薪,天津·河西区,无需经验,本科,中国人寿保险股份有限公司天津市分公司,保险,国企,500-1000人,五险一金;餐饮补贴;定期体检;年终奖金;出国机会;交通补贴;专业培训;员工旅游,,
政企服务专员,1-2万·14薪,深圳·罗湖区,5年,本科,中国人民人寿保险股份有限公司深圳市分公司,保险,国企,500-1000人,专业培训;绩效奖金;出国机会;年终奖金;员工旅游,,
市场营销专员,6千-1万,青岛,1年及以上,本科,领航国际保险经纪有限公司,保险,民营,50-150人,五险一金;补充医疗保险;员工旅游;出国机会;年终奖金;定期体检;弹性工作,保险,
综合运营管培生,7千-1.4万·13薪,郑州·金水区,无需经验,本科,中国人寿保险股份有限公司郑州市分公司,保险,国企,10000人以上,五险一金;绩效奖金;带薪培训;专业培训;节日福利;带薪年假;培训,年度调薪;保险;央企;晋升通道;津贴;500强,
家办咨询顾问,12-24万/年,济南·历下区,5年及以上,本科,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,业务培训;五险一金;绩效奖金;专业培训;年终奖金,保险;经济;医疗;客户拜访;保单服务,金融 财富管理
银保理财经理,4-8千,上海·虹口区,2年及以上,大专,东吴人寿保险股份有限公司上海分公司,保险,国企,少于50人,业务培训,银保;技能辅导;单证交接,销售 客户服务 产品销售
银保营业区总监,1-2万,上海·虹口区,2年及以上,大专,东吴人寿保险股份有限公司上海分公司,保险,国企,少于50人,培训,管理;银保;计划;渠道沟通;活动管理,销售 营销
银保理财经理,4-8千,上海·虹口区,2年及以上,大专,东吴人寿保险股份有限公司上海分公司,保险,国企,少于50人,业务培训,银保;技能辅导;单证交接,销售 客户服务 产品销售
银保营业区总监,1-2万,上海·虹口区,2年及以上,大专,东吴人寿保险股份有限公司上海分公司,保险,国企,少于50人,培训,管理;银保;计划;渠道沟通;活动管理,销售 营销
经理助理/秘书,4-8千,广州·天河区,无需经验,高中,中国人寿保险股份有限公司广州市第一支公司,保险,已上市,50-150人,,文学功底;活动会议组织;保密管理;接待;外联,
三级机构负责人,40-80万/年,广州·天河区,5年及以上,本科,瑞众人寿保险有限责任公司广东分公司,保险,国企,500-1000人,五险一金;交通补贴;餐饮补贴;通讯补贴;绩效奖金,内控;市场环境;防范经营风险;机构日常管理;分解计划;保险,
保险康养顾问2,1-1.5万,苏州·苏州工业园区,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;回访客户;保险,金融 客户关系 客户关系管理
保险康养顾问4,1.5-3万,苏州,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,内部培训,医学;团队建设;护理;客户咨询服务;财经;回访客户;奖金,金融 客户关系 客户关系管理
人事专员,4-6千,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,未知,系统培训,,
保险代理人,1-2万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,未知,补充医疗保险;补充公积金,客户接待;推广;咨询;售后服务;市场分析;管理学;经济学;客户资料;业绩规划,营销
行政专员/助理,4-6千,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,未知,,公司活动,
管理培训生(重点培养),6千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,国企,未知,管理培训;补充医疗保险;补充公积金;年终奖金;定期体检;专业培训;员工旅游;弹性工作,团队管理;经营管理;团队主管,
国企双休+五险一金+车险续保,8千-1.2万,海宁,无需经验,中技/中专,中国太平洋财产保险股份有限公司保定中心支公司,保险,国企,未知,年终奖金;双休;五险一金;带薪培训;晋升空间;绩效提成,车辆保险;车险续费;支付费用;保险;坐班;八小时,
线上理赔岗,6-8千,福州·台江区,无需经验,本科,中国平安财产保险股份有限公司福建分公司,保险,已上市,1000-5000人,五险一金;年终奖金;绩效奖金;定期体检;社保,机械;保险;理赔;理工;数据;理赔案件,
业务经理,6千-1万,广州·天河区,1年,大专,中国人寿保险股份有限公司广州市第五支公司,保险,民营,未知,弹性工作;周末双休;做五休二;补充医疗保险,保险;品牌宣传;保险咨询;拓展客户资源,销售 营销 市场推广
华泰财险青岛分公司中介渠道业务员(010308),4-8千,青岛·崂山区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训,市场分析;英语读写;业务拓展;财产险;保险行业;熟悉责任险;保险代理;业务推广;保险,销售计划
市场营销经理（财产险）,7千-1.4万,厦门·海沧区,3年及以上,本科,领航国际保险经纪有限公司,保险,民营,50-150人,专业培训;五险一金;补充医疗保险;员工旅游;出国机会;年终奖金;定期体检,物流;国际贸易;保险;货代,
个险业务中心-副总经理（人力发展方向)(J14006),2-3万·20薪,成都·锦江区,10年及以上,本科,大家人寿保险股份有限公司,保险,民营,未知,五险一金;绩效奖金;定期体检;专业培训;年终奖金;带薪年假,人力发展;部门负责人;队伍管理;保险;招募,
平安优+计划,1-2万,赣州·章贡区,无需经验,大专,中国平安人寿保险股份有限公司江西分公司,保险,民营,未知,培训,保险;多劳多得;旅游;时间自由;季度奖;晋升;津贴;可晋升,
实习生岗,3千及以下,福州·鼓楼区,无需经验,本科,民生人寿保险股份有限公司福建分公司,保险,民营,150-500人,培训,保险;经济,金融
保险渠道经理,1-2万,北京·东城区,2年及以上,本科,广东华升保险代理有限公司,金融/投资/证券,民营,少于50人,五险一金;专业培训;绩效奖金;定期体检,保险业务推动;保险业务支持;保险渠道对接;保险规划,
白班客服内勤/节假日休/可居家,5-8千,西安,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
银行保险部负责人(J17050),1.8-2.5万,成都·武侯区,5-10年,本科,前海人寿保险股份有限公司四川分公司,保险,民营,150-500人,五险一金;节日福利,管理;保险;经济;关系维护;人才培养;业务管理;目标管理;银保;渠道开拓,金融
保险康养顾问-XY3,8千-1.5万,咸阳·渭城区,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,培训体系;内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;奖金,金融 客户关系 客户关系管理
河南-财险督导主管(J80127),1-1.5万·14薪,郑州,3年及以上,本科,泰康在线财产保险股份有限公司,保险,民营,1000-5000人,产品培训;五险一金;节日福利;带薪年假;餐饮补贴,行业资源;协同对接;宣导;服务管理;业务转化,市场营销
保险康养顾问10,1-2万,苏州·苏州工业园区,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,培训;内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;奖金;保险,金融 客户关系 客户关系管理
车险客户经理,8千-1.5万,衢州·柯城区,3年及以上,大专,中国平安财产保险股份有限公司衢州中心支公司,保险,已上市,10000人以上,,客户续存管理,
白云区高净值老客户服务经理/15K+/周末双休,1-2万,广州·白云区,3年及以上,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,未知,培训;系统培训;周末双休,信托;客服;财富传承;保险,销售 金融 银行 财富管理 客户关系维护 银行理财
招聘专员,8千-1.6万,广州·天河区,5年及以上,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,未知,新人培训;绩效奖金;周末双休;培训,招聘;人力资源管理;招聘渠道;人才库;面试候选人;节假日休;职业发展,营销
管培生,6千-1万,天津·河西区,无需经验,本科,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,岗前培训;管理培训;培训讲师,人力资源;行政管理;经营管理;衔接训练;提升训练;保险;奖金,营销 金融保险
保险顾问,8千-1.2万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,,保险,
保险代理人,8千-1万,天津·河西区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,培训,理赔;保险方案;保险行业;投保;业务学习;拓展潜在客户;推荐服务;保险,销售 客户关系
财务部总经理助理,1.2-2万,昆明·官渡区,8年及以上,本科,年安保险销售服务有限公司,保险,民营,500-1000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;节日福利;带薪年假;周末双休,免费工作餐;定期团建,
大客户销售+双休,8千-1.5万,长沙·芙蓉区,1年及以上,大专,中国平安人寿保险股份有限公司湖南分公司,保险,已上市,10000人以上,意外险;不加班;专业培训;提成;补贴,保险;津贴;公平公正;医疗保险;晋升;新人津贴;意外保险;分红,
周末双休 经理助理,6千-1万,杭州·上城区,无需经验,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,周末双休,电销;面销;会销;客户经营管理,
平安优才经理人,1.5-3万,合肥·瑶海区,2年及以上,大专,中国平安人寿保险股份有限公司安徽分公司,金融/投资/证券,民营,未知,五险一金;员工旅游;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;补充医疗保险,地产,销售
电子商务专员（五险一金）,6千-1.2万,淄博·张店区,无需经验,大专,太平洋保险在线服务科技有限公司山东分公司,保险,国企,未知,五险一金;餐补;入职培训;晋升空间,无责底薪;商业保险;上不封顶;高薪;无须外出;储备干部;法定节假;晋升,
资料整理文员,4-7千,重庆·沙坪坝区,无需经验,大专,中国人寿保险股份有限公司重庆市沙坪坝区支公司,保险,民营,未知,周末双休,晋升透明;节假日;底薪;法定节假,
档案管理员,5-8千,广州·天河区,1年及以上,大专,中国人寿保险股份有限公司广州市第五支公司,保险,民营,未知,带薪年假;周末双休;专业培训,计算机;办公软件;归档;档案管理;档案整理;档案管理系统;公司活动;节假日,
BJ HNW Sales(J10113),6千-1.2万,北京,5年及以上,本科,安联人寿保险有限公司北京分公司,保险,外资（欧美）,500-1000人,培训,保险,销售 金融
业务助理,3-6千,大连·沙河口区,无需经验,大专,中国人寿保险股份有限公司大连市沙河口区支公司,保险,国企,1000-5000人,周末双休;节日福利;专业培训;员工旅游;做五休二;弹性工作,法定节假;节假日休,
行政前台（外包编制）,4-6千,南昌·红谷滩区,无需经验,大专,中华联合财产保险股份有限公司江西分公司,保险,国企,10000人以上,带薪年假;定期体检;有餐补;通讯补贴;交通补贴;专业培训,行政前台;综合行政;保险公司;行政专员;定期团建,
China Student Programme INBB ID199449,,上海·浦东新区,1年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,五险一金;绩效奖金;弹性工作,training;law;finance,
助理客户总监（信用险） ID199420,3-4万,上海,8年及以上,本科,达信（中国）保险经纪有限公司,保险,外资（欧美）,150-500人,年终奖金;专业培训;五险一金;带薪病假;带薪年假;培训,客户总监;保险;商业保险;团建活动;氛围融洽;职业发展,
合规消保服务区-消保岗,5-8千,沈阳·沈河区,无需经验,本科,中国太平洋人寿保险股份有限公司辽宁分公司,保险,国企,500-1000人,,品控管理;消保;自评,金融教育
法务案件管理岗,5-8千,沈阳·沈河区,无需经验,本科,中国太平洋人寿保险股份有限公司辽宁分公司,保险,国企,500-1000人,,法务;案防;诉讼;仲裁案件;普法宣传,
海淀社区网格运营经理//行业转型/能进编制,1.4-2.6万,北京·海淀区,无需经验,大专,中国平安人寿保险股份有限公司陕西分公司,银行,已上市,10000人以上,不加班;周末双休;提成;五险一金;补充公积金,朝九晚六;保险;保底工资;节假日休;新人津贴;节假日;法定节假,
资料管理员双休,5.5-7.5千,重庆·沙坪坝区,无需经验,大专,中国人寿保险股份有限公司重庆市沙坪坝区支公司,保险,民营,未知,双休;周末双休;绩效奖金;节日福利;年终奖金;员工旅游;定期体检;晋升空间;培训,节假日休;晋升透明;节假日,
资料管理员双休,5.5-7千,重庆·沙坪坝区,无需经验,大专,中国人寿保险股份有限公司重庆市沙坪坝区支公司,保险,民营,10000人以上,周末双休;双休;专业培训;年终奖金;绩效奖金;带薪年假;员工旅游;定期体检,节假日;晋升透明;法定节假,
综合管理岗位双休,6-8千,重庆·沙坪坝区,无需经验,大专,中国人寿保险股份有限公司重庆市沙坪坝区支公司,保险,民营,未知,周末双休;双休;绩效奖金;年终奖金;专业培训;定期体检;员工旅游;补充医疗保险,接待客户;电话售后;奖金;晋升,
客服主管,8千-1.5万,南京·秦淮区,3年及以上,本科,恒安标准人寿保险有限公司江苏分公司,保险,合资,500-1000人,五险一金;带薪年假;节日福利;定期体检;培训客服,管理;客服;回访;客户投诉;增值服务;咨诉,客户服务
保险康养顾问5,1.5-3万,苏州,无需经验,大专,中国平安人寿保险股份有限公司,保险,已上市,未知,培训;内部培训,医学;团队建设;护理;客户咨询服务;保险方案;财经;奖金;保险,金融 客户关系 客户关系管理
China Student Programme INBB ID199347,,广州,1年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效奖金;弹性工作;五险一金;周末双休;节日福利;带薪年假,excel;hr,
China Student Programme INBB ID199349,,上海·浦东新区,1年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效奖金;弹性工作;五险一金;周末双休;节日福利;带薪年假,excel;powerpoint,
China Student Programme INBB ID199348,,上海·浦东新区,1年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,,excel;word,
China Student Programme INBB ID199346,,上海·浦东新区,1年及以上,本科,汇丰保险经纪有限公司,银行,外资（欧美）,5000-10000人,绩效奖金;弹性工作;五险一金;周末双休;节日福利;带薪年假,excel;powerpoint;data;quality,
（央企直招）储备主管（储备经理人）双休,5-8千,昆明·盘龙区,无需经验,大专,中国人寿保险股份有限公司昆明分公司,保险,国企,10000人以上,培训指导;周末双休;培训,管理;团队建设;日常管理;团队凝聚力;部门运营,
平安金融：保险/贷款/基金/理财,1-2万,无锡·梁溪区,1年,大专,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,补充公积金;补充医疗保险;员工旅游;出国机会;专业培训;年终奖金;绩效奖金;弹性工作,理财;保险,证券
内勤车险续期专员/可居家/可实习,5-8千,银川,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,年终奖;技能培训;专业培训;培训;年终奖励,续保;电脑;车险续保;联系客户;保险;上不封顶;提供车,销售
保险数字化项目经理,1.5-1.8万,北京·西城区,5年及以上,硕士,长城人寿保险股份有限公司,保险,国企,10000人以上,周末双休;带薪年假;五险一金;绩效奖金;专业培训;交通补贴;餐饮补贴,保险;数字化;外包管理;智能化;全勤奖,
家族办公室/高级合伙人,8千-1.5万,武汉·江岸区,3年及以上,大专,永达理保险经纪有限公司,保险,民营,1000-5000人,,运营管理;法律;税务筹划;家族办公室;法律合规;拓展业务资源,金融 财富管理 私募基金
培训岗,4-7千,重庆·江北区,2年及以上,本科,国华人寿保险股份有限公司,保险,民营,1000-5000人,培训;五险一金;绩效奖金;节日福利;带薪年假;周末双休;交通补贴,保险,
金融大客户代表,8千-1.5万,杭州·上城区,1年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金;定期体检;员工旅游;节日福利;弹性工作;周末双休;补充医疗保险;出国机会,,
安全管理岗（IT）,1.2-1.8万·15薪,上海·浦东新区,5年及以上,本科,民生人寿保险股份有限公司,保险,民营,5000-10000人,培训;五险一金,审计;咨询;风险管理;网络安全;风险控制;内部审计;数据安全;审计计划;闭环管理,金融机构
人事助理岗位,4-8千,杭州·上城区,1年,大专,泰康人寿保险有限责任公司浙江杭州上城营销服务部,保险,民营,10000人以上,,人力资源;行政管理;行政助理;内勤;人事专员;人事BP;人事助理;人事行政专员;人力资源专员;人才培养专员,
总公司核保岗（商险）,1.4-1.8万·14薪,上海·浦东新区,5年及以上,本科,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,餐饮补贴;专业培训;年终奖金;通讯补贴;补充公积金;工会福利;企业年金,核保;商险全险种;司龄奖励假;补充商业保险,
财务专员/国企双休 (MJ007163),4-6千,深圳·福田区,无需经验,本科,太平洋保险在线服务科技有限公司深圳分公司,保险,国企,未知,年终奖金;包吃;五险;高温补贴;双休;过节费;企业年金,朝九晚六;保险;七险二金;生日礼金;节假日;公积金,
售后服务经理/8千+/周末双休,8千-1.6万,湛江·霞山区,无需经验,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,未知,系统培训;周末双休;绩效奖金;不加班;带薪休假;缴纳社保;业绩提成,保险;底薪;可晋升;新人津贴,上市公司
番禺社区高净值客户服务经理/15K+/周末双休,1-2万,广州·番禺区,3年及以上,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,未知,绩效奖金;周末双休;系统培训;不加班;带薪休假;缴纳社保;业绩提成,保险;底薪;可晋升;新人津贴,上市公司
白班客服内勤/节假日休/可居家,5-8千,杭州·钱塘区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
离家近有人带的电话客服岗位,5千-1万,湘潭,无需经验,高中,阳光财产保险股份有限公司四川省分公司,保险,合资,未知,带薪培训;五险一金;社保;节日福利;生日福利;带薪假期,保险;节假日;六险一金;法定节假;津贴;上不封顶,
适合新手起步丨纯办公室续费客服,5-8千,兰州·城关区,无需经验,中技/中专,阳光财产保险股份有限公司四川省分公司,保险,合资,未知,五险一金;生日福利;年假;培训;企业年金,保险;团建活动;无需外出;底薪;产假;公积金;环境优美;行政班,
盐城-客户经理岗 (MJ007362),5千-1万,盐城·阜宁县,无需经验,本科,中国太平洋财产保险股份有限公司江苏分公司,保险,国企,1000-5000人,,业务拓展;业务维护,营销推动
贵阳丨编制丨有人带的客服岗位,6千-1.2万,贵阳·观山湖区,无需经验,高中,阳光财产保险股份有限公司四川省分公司,保险,合资,未知,年终奖金;生日福利;节日福利;带薪假期;年假;培训,节假日;有人带;500强;产假;底薪;上不封顶;六险一金,
办公室文员,3-5千,南京·鼓楼区,无需经验,大专,中国人寿保险股份有限公司南京市分公司,保险,民营,未知,周未双休,法定节假;节假日,
销售主管LW,4-8千·13薪,南昌·东湖区,1年及以上,大专,中国平安人寿保险股份有限公司江西分公司,保险,民营,未知,培训,多劳多得;保险;时间自由;旅游;季度奖;津贴;晋升;可晋升,
保险康养顾问YL,8千-1.6万,南昌·东湖区,无需经验,大专,中国平安人寿保险股份有限公司江西分公司,保险,民营,未知,,教培;房地产,
核赔专员,5-7千,广州·越秀区,1年及以上,本科,江泰保险经纪股份有限公司广东营业部,专业服务(咨询、人力资源、财会),民营,1000-5000人,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,理赔;健康险;定损;保险理赔,
聘才团队经理,1.5-3万,杭州·上城区,5年及以上,大专,中国人寿保险股份有限公司杭州市分公司,金融/投资/证券,国企,10000人以上,员工培训;绩效奖金;专业培训;员工旅游;定期体检,客户沟通;人员招聘;业绩追踪;新人辅导,金融 金融理财
银保理财部主管,5千-1万,上海·虹口区,2年及以上,大专,东吴人寿保险股份有限公司上海分公司,保险,国企,少于50人,培训,银保;活动量管理;异常事件处理;网点经营,销售 营销 客户服务 网点销售
宝妈专岗 16点下班 周末双休,5-6千,天津·西青区,无需经验,大专,中国人寿保险股份有限公司天津市分公司,保险,民营,未知,员工旅游;补充医疗保险;节日福利,坐班;居家办公;新手;宝妈;节假日;有人带,
个险客户顾问,3千及以下,红河州·蒙自市,无需经验,大专,中国人民健康保险股份有限公司红河中心支公司,金融/投资/证券,国企,未知,,需求分析;方案设计;保险;维护老客户;保险咨询;开拓新客户;养老金,销售 金融产品 客户开发服务 销售目标达成
保险康养顾问,1-2万,潍坊·奎文区,无需经验,大专,中国平安人寿保险股份有限公司山东分公司,保险,民营,10000人以上,内部培训;员工旅游;专业培训;弹性工作;培训,保险;奖金;津贴;团队建设;职业发展;发展空间;晋升机会,
保险康养顾问,15-30万/年,潍坊·青州市,无需经验,大专,中国平安人寿保险股份有限公司山东分公司,保险,民营,10000人以上,内部培训;培训,保险;奖金;津贴;团队建设;职业发展;发展空间;晋升机会,
保险康养顾问,15-30万/年,潍坊·奎文区,无需经验,大专,中国平安人寿保险股份有限公司山东分公司,保险,民营,10000人以上,内部培训;培训,奖金;保险;发展空间;津贴;职业发展;晋升机会;团队建设,
团险客户主任,5千-1万·14薪,兰州,5年及以上,本科,招商信诺人寿保险有限公司四川分公司,保险,合资,500-1000人,培训,医学;咨询;保险;投诉处理;保险行业,市场营销 金融
团险客户主任,5千-1万·14薪,西宁,5年及以上,本科,招商信诺人寿保险有限公司四川分公司,保险,合资,500-1000人,培训,医学;咨询;保险;投诉处理;保险行业,市场营销 金融
家庭理财规划师,1.2-2万,长沙·雨花区,5-7年,大专,中国平安人寿保险股份有限公司湖南分公司,保险,民营,未知,员工旅游;专业培训;绩效奖金;年终奖金;弹性工作,高效;高薪;风口,全金融
华泰财险青岛分公司风险顾问(直销业务岗),4-6千,青岛·崂山区,2年,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;提成,保险行业经验;了解责任险;了解财产险;商险业务拓展;保险;奖金;节日礼金;医疗保险;社会保险,
华泰财险广东分公司中介渠道销售（资深业务发展经理）,7千-1.4万,广州·越秀区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训;五险一金;专业培训,ppt;市场分析;商务;英语读写;业务拓展;财产险;保险行业,市场营销 销售计划
华泰财险广东分公司中介渠道销售（资深业务发展经理）,7千-1.4万,中山·东区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训;五险一金;专业培训,ppt;市场分析;商务;英语读写;业务拓展;财产险;保险行业,市场营销 销售计划
华泰财险广东分公司中介渠道销售（资深业务发展经理）,7千-1.4万,佛山·禅城区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训;五险一金;专业培训,ppt;市场分析;商务;英语读写;业务拓展;财产险;保险行业,市场营销 销售计划
保险康养顾问-2,1-2万,上海·杨浦区,无需经验,大专,中国平安人寿保险股份有限公司,金融/投资/证券,已上市,未知,培训,人才培养;保险;多劳多得;时间自由;旅游;晋升;可晋升;津贴;季度奖,
银行保险渠道经理（代理制）,1.9-3.5万,北京·朝阳区,5年及以上,本科,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训,业务辅导;目标管理;团队建设;品质管理;业务推动;业务考核;定期团建;保险,销售 银行渠道 销售活动
银行保险营业经理（代理制）,1.6-2.5万,北京·朝阳区,2年及以上,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;团队培训;培训辅导;培训课程开发,团队建设;日常管理;业务追踪;业务辅导;考核;保险;管理津贴,销售
银行保险客户经理（外勤 代理制）,1.5-3万,北京·朝阳区,1年及以上,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,带薪年假;绩效奖金,保险;理财经理;银保;银保渠道;定期团建,银行保险 客户经理 渠道销售
银行保险客户经理（代理制）,1.6-2万,北京·朝阳区,无需经验,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;绩效奖金;带薪年假,宣传;产品宣传;定期团建;保险;津贴;佣金;医疗保险,客户经理
华泰财险青岛分公司直销业务岗(010302),4-6千,青岛·崂山区,2年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,五险一金;提成,保险行业经验;商险业务拓展;熟悉财产险;特殊责任险;奖金;保险;节日礼金;医疗保险;社会保险,
总公司战略与创新发展部高级战略规划岗(010164),1.8-2.5万·14薪,上海·浦东新区,10年及以上,硕士,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,定期体检;年终奖金;专业培训;通讯补贴;带薪年假;补充公积金;有餐补;企业年金,保险;补充商业保险,战略规划
郑州本部四级机构储备干部,10-20万/年,郑州·郑东新区,2年及以上,本科,东吴人寿保险股份有限公司河南分公司,保险,国企,未知,绩效管理;绩效奖金;五险一金;带薪年假,目标管理;团队建设;业务推动;合规风控;品质管理,战略规划 销售管理
华泰财险广东分公司中介渠道业务销售（业务发展经理）,4-8千,中山,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训;五险一金,ppt;市场分析;商务;英语读写;业务拓展;财产险;保险行业;保险,市场营销 销售计划
延安机构营销室主任,6-8千,延安,3年及以上,本科,民生人寿保险股份有限公司陕西分公司,保险,民营,50-150人,工会福利;生日福利;缴纳五险;五险一金;专业培训;年终奖;餐补;双休;绩效奖金;假日福利,旅游;团建活动,
保险代理人,5千-1万,赣州·南康区,无需经验,大专,中国平安人寿保险股份有限公司江西分公司,保险,民营,未知,培训;补贴,保险;奖金;意外保险;外出旅游;津贴;医疗保险;500强,
组训岗（可接受应届生实习）,5-7千,泉州·南安市,无需经验,本科,民生人寿保险股份有限公司福建分公司,保险,民营,150-500人,培训;培训课件;培训班授课;餐补;五险一金;带薪年假,行政;保险;经济;经营分析;业务辅导;陪访,金融
总经理,30-60万/年,西安·未央区,8年及以上,本科,陕西绿洲保险代理有限公司,保险,民营,1000-5000人,员工培训;弹性工作;绩效奖金;节日福利,业务拓展;发展战略;年度规划;人才梯队培养;保险,银行 保险销售 证券
寿险主管,5千-1万,天津·河西区,2年及以上,大专,阳光一家家庭综合保险销售服务有限公司天津分公司,金融/投资/证券,合资,150-500人,五险一金;双休,管理;团队管理;法律法规;风险管理;新产品开发;寿险行业;产品改进;业务运营;行业标准,销售
白班客服内勤/节假日休/可居家,5-8千,无锡·梁溪区,无需经验,高中,中国大地财产保险股份有限公司,保险,国企,10000人以上,培训;年终奖;高温补贴;社保;带薪培训,居家办公;多劳多得;白班;上不封顶;团建聚餐;法定节假,电话销售
华泰财险河南分公司中介渠道业务销售,5-8千,郑州·郑东新区,3年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,产品培训;五险一金,ppt;市场分析;商务;英语读写;业务拓展;财产险;奖金;保险,销售 市场营销 销售计划
华泰财险河南分公司直销业务岗,5-8千,郑州·郑东新区,2年及以上,大专,华泰财产保险有限公司,保险,外资（欧美）,1000-5000人,定期体检;绩效奖金,ppt;保险;客户维护;客户资源;英语读写;业务拓展;续保,市场营销 金融 销售计划
