职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
销售内勤/销售社群运营,3.5-4.5千,大连·沙河口区,1年及以上,大专,大连厘米文化传播有限公司,文字媒体/出版,民营,50-150人,五险一金;绩效奖金;年终奖金;定期体检;周末双休;专业培训,电话沟通;社群运营;客户运维,
商场合同岗（营运助理）,6-9千·13薪,深圳·南山区,无需经验,大专,深圳市湾厦泰福资产运营有限公司,房地产,民营,50-150人,五险一金;带薪年假,月休6天,
实习生（招商营运）,3千及以下,徐州,无需经验,大专,月星商业集团,多元化业务集团公司,民营,10000人以上,五险一金;年终奖金;带薪年假;节日福利,客户接待;excel;word;ppt;市场调研;招商,市场营销 活动策划
拼多多运营,8千-1.5万,上海·浦东新区,2年及以上,大专,上海图灵国际贸易有限公司,批发/零售,民营,少于50人,五险一金,运营;erp;运营管理;拼多多;店铺流量;店铺运营策划;爆款维护;店铺数据分析;行业数据分析,店铺销售
渠道拓展运营-苏州工业园区,1-1.8万·13薪,苏州·苏州工业园区,3年及以上,本科,丰巢网络技术有限公司,互联网/电子商务,民营,1000-5000人,五险一金;交通补贴;餐饮补贴;通讯补贴;员工旅游;节日福利;高温补贴;绩效奖金,,
电商运营店长（天猫/京东方向）,1-2万·13薪,太仓,3年及以上,大专,紫物生物科技（苏州）有限公司,医疗设备/器械,民营,50-150人,培训;五险;带薪年假;员工旅游,运营;天猫;医美;健康;医疗器械;品牌;医美行业;电商;京东;0-1,
电商分销运营,6-8千,上海·闵行区,1年及以上,大专,中兴投资（中国）有限公司,服装/纺织/皮革,外资（非欧美）,150-500人,五险一金;年终奖金,数据分析;物流;售后;电子商务;抖音;直播;供应商沟通;表格制作;商品上架,市场营销
运营总监/管理部总监,1.5-1.8万,上海·静安区,5年及以上,本科,上海吉晨卫生后勤服务管理有限公司,物业管理/商业中心,民营,10000人以上,年终奖金;五险一金;员工旅游;定期体检,管理;物业管理师,
运营部运营资深经理,1.1-1.2万,北京·朝阳区,3年及以上,本科,华润双鹤药业股份有限公司,制药/生物工程,已上市,10000人以上,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴;带薪年假;通讯补贴,管理;医药;运营管理;会议管理,营销
营运助理（应届生优先）,4.1-4.2千,大连·庄河市,无需经验,本科,庄河万达广场商业管理有限公司,物业管理/商业中心,已上市,10000人以上,五险一金;年终奖金;节日福利;带薪年假,办公软件;数据分析;运营;营运;数据整理;运营计划;执行支持,流程优化
新媒体运营,12-24万/年,上海·浦东新区,3年及以上,大专,上海玺承投资管理有限公司,金融/投资/证券,民营,少于50人,,分发引流;线上邀约引流;数据分析优化;微信群运营;自媒体矩阵;线下活动引流;自媒体合作;图文短视频,活动策划实施
运营班长,4.5-5.5千,湛江·徐闻县,3年及以上,中技/中专,云水广东环保有限公司,环保,国企,150-500人,,管理;运营;生产管理;设备保养;工艺技术;整理归档;主管;安全宣传,
营运文员,4-4.5千·13薪,云浮·云城区,1年及以上,本科,新城控股集团股份有限公司,房地产,已上市,10000人以上,五险一金;定期体检;免费食堂;培训,,
营运助理/专员,5-7千,东莞·寮步镇,3-4年,大专,广东寰圆新材料科技有限公司,医疗设备/器械,外资（非欧美）,50-150人,五险;包吃;包住宿;住房补贴,,
短视频运营专员,8千-1.6万,惠州·仲恺区,1年及以上,本科,深圳市中电强能科技有限公司,计算机软件,民营,未知,国家社保,运营;广告;新闻;产品宣传;活动宣传;导演;脚本撰写;传播;用户需求;短视频平台,
网店运营助理-麻城分公司,3-4千,黄冈·麻城市,无需经验,大专,上海恒印影像科技有限公司,互联网/电子商务,民营,150-500人,绩效奖金;包住宿;包吃;培训,电商行业;店铺后台;师徒带教;产品发布;数据分析;晋升,
商场合同岗（营运助理）,6-9千·13薪,深圳·南山区,无需经验,大专,深圳市湾厦泰福资产运营有限公司,房地产,民营,50-150人,五险一金;带薪年假,月休6天,
新媒体运营,6千-1万·13薪,昆明·盘龙区,3年及以上,本科,昆明麦普空间科技有限公司,多元化业务集团公司,民营,500-1000人,五险一金;绩效奖金;年终奖金,平面设计;视频制作;新媒体运营;设计文案策划;企业宣传;平面三维渲染;品牌建设,
营运经理,1.5-2万,绍兴,5年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金;定期体检;带薪年假,团队管理;人员管理;运营管理;店铺装修;店务管理;商业购物中心,市场营销 店铺销售
工厂营运副经理,1.7-2.5万,上海·松江区,5年及以上,本科,恒迪投资控股（上海）有限公司,汽车,民营,500-1000人,包吃;五险;社保,管理;erp;生产;生产管理;英语四级;质量体系;生产工艺;关系维护;员工管理;听说读写,
万象生-营运岗-南通万象城,7千-1.1万,南通·崇川区,无需经验,硕士,华润置地商业地产南通万象城,房地产,国企,150-500人,五险一金;餐饮补贴,英语;宣传;品质管理;调研;店铺运营;外语;消防管理;店铺推广;ehs管理;经营决策,
信用卡业务运营资深专家(菲律宾),3-6万·15薪,上海·浦东新区,5-10年,本科,上海耳序信息技术有限公司,互联网/电子商务,民营,1000-5000人,,信贷;英文;业务推进;支付;信用卡运营,
营运经理,1-1.3万·16薪,曲靖,3年及以上,本科,曲靖万达广场商业管理有限公司,物业管理/商业中心,民营,10000人以上,绩效奖金;年终奖金;定期体检;五险一金;管理培训生,招商管培生;招商运营;商业运营;商业管培生;商业运营管理,
购物中心 营运主任,8千-1万,长沙,5年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,5000-10000人,带薪年假;绩效奖金;节日福利;五险一金,补充商业险;现场管理;租户管理,统计销售数据
运营经理/运营督导/商管营运,15-30万/年,宁波·鄞州区,5年及以上,大专,浙江云创蔚来科技集团有限公司,物业管理/商业中心,民营,150-500人,培训支持;培训,运营;分析报告;商管;商业项目;问题诊断;报告撰写;运营标准;运营督导;标准化执行;优质企业,
IAA广告变现运营,6-8千,广州·番禺区,2年及以上,本科,广州市宏视电子技术有限公司,计算机软件,民营,150-500人,专业培训;定期体检,数据分析;excel;sql;英语cet_4;数据敏感度;用户分层;广告平台;ab测试;归因分析;广告变现,
抖音社群运营经理-抖音UGC,2.5-4万,北京,2年,本科,抖音视界有限公司,互联网/电子商务,民营,10000人以上,股票期权;带薪休假;晋升空间大,健身瑜伽;扁平管理;六险一金;团队氛围好;用户过亿;大牛带队;免费三餐,
供应链管培生（营运应届生）,5-7千,杭州·滨江区,无需经验,本科,浙江丹克斯实业有限公司,服装/纺织/皮革,民营,1000-5000人,五险一金;餐饮补贴;年终奖金,数据分析;采购;excel;物流;工商管理;异常分析;仓储;营运;供应链管理;供应链,
营运部资料员,3.5-4.5千·16薪,合肥·瑶海区,1年,本科,合肥万达广场商业管理有限公司瑶海区分公司,房地产,民营,150-500人,五险一金;定期体检;年终奖金;专业培训,资料收集;现场实施;文员;电脑软件;票据整理;包三餐,
行政助理-物业营运部 Portfolio Admin. Assistant,8千-1.1万·13薪,上海·浦东新区,1年及以上,本科,上海东袤置业有限公司,房地产,合资,50-150人,五险一金;补充医疗保险;带薪年假,行政;英语;会计;电脑;windows;归档;普通话;打字;应收账款;软件系统,
营运代表（成都）,4.5-5.5千,成都·武侯区,无需经验,本科,国药集团西南医药有限公司,批发/零售,国企,500-1000人,周末双休;五险一金;定期体检;专业培训;绩效奖金,,
仓管（营运）,6-7千,昆山,2年,高中,宾科精密部件（中国）有限公司,机械/设备/重工,外资（欧美）,1000-5000人,五险一金;定期体检;专业培训;年终奖金,仓库管理;长期服务奖金,
营运车，诚聘司机,1.2-1.5万,上海·松江区,无需经验,,上海引流荣迈汽车租赁服务有限公司,汽车零配件,民营,50-150人,包住宿;专业培训;包住;免费培训;社保,保险;奖金;提供住宿;日结;时间自由;年底双薪;多劳多得;安排住宿,
现场验船师（营运船）,2-3万,舟山,5年及以上,本科,劳氏船级社（中国）有限公司,检测，认证,外资（欧美）,500-1000人,五险一金;交通补贴,轮机;船舶;船体,
金融服务专员-综合银行营运部,5-6.5千,佛山·南海区,1年,大专,汇丰环球客户服务（广东）有限公司佛山分公司,金融/投资/证券,外资（欧美）,10000人以上,五险一金;补充医疗保险;专业培训;绩效奖金;定期体检;节日福利;带薪年假,文员;文职;后台营运,银行
美团服务运营-本地生活,2.5-2.7万,上海,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
外卖运营经理,8.5千-1.1万,杭州·临平区,无需经验,大专,杭州御关餐饮管理有限公司,餐饮业,民营,少于50人,,数据分析;运营;分析市场数据;外卖平台;新品上线;用户活跃度;优化运营方案;数据分析报告;外卖行业,品牌推广
销售运营管理(偏销售策略方向)-奕境,1.5-2.5万,武汉·蔡甸区,3年及以上,本科,东风汽车集团股份有限公司,汽车,国企,10000人以上,,管理;数据分析;成本控制;市场调研;方案设计;成本测算;行业研究,市场营销 销售策略 销售政策
连锁药店片区经理,8千-1.2万,六安·金安区,5年及以上,大专,安徽四方百信大药房连锁有限公司,制药/生物工程,民营,500-1000人,绩效奖金;年终奖金;专业培训;带薪年假,门店管理;业绩目标;年度经营计划;人才梯队建设;营运体系;药店管理,
美团服务运营-本地生活,2.5-2.7万,北京,3-4年,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
精益运营主管,1-1.5万·13薪,长春,5年及以上,本科,日丰企业集团有限公司,原材料和加工,民营,1000-5000人,绩效方案;岗位培训;培训,数据分析;kpi;人才盘点;过程管控;梯队建设;组织发展;年度规划;人才建设,
企业管理（目标管理/标准流程管理）,1-2万,杭州·萧山区,5年及以上,本科,万维检验认证集团有限公司,检测，认证,民营,150-500人,五险一金;年终奖金;专业培训;餐饮补贴;定期体检,企业管理;标准流程;流程管理;业绩考核;目标管理;组织机构设计,
线上运营经理,2-2.5万,无锡·江阴市,2年及以上,大专,斯搏兹品牌管理（无锡）有限公司,批发/零售,合资,500-1000人,五险一金,数据分析;运营管理;抖音;用户体验;互联网行业;线上推广;线上运营;产品迭代;线上平台;字节跳动,
电商运营主管,1.5-2万·13薪,深圳,5年及以上,本科,广东博迈医疗科技股份有限公司,医疗设备/器械,民营,1000-5000人,五险一金;专业培训;员工旅游;节日福利;周末双休,天猫;京东;拼多多,
医疗运营官（全程英语面试）,8千-1.2万,成都·青羊区,3年及以上,本科,成都业瑞东二房地产开发有限公司,房地产,外资（非欧美）,50-150人,五险一金;周末双休,医学运营;午餐,
运营部运营高级主管,8-9千,北京·朝阳区,3年及以上,本科,华润双鹤药业股份有限公司,制药/生物工程,已上市,10000人以上,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴;带薪年假;周末双休,运营;国际贸易;采购管理;产品发运;单证,
销售运营专员,8千-1.5万,广州·荔湾区,3-5年,本科,广州立白企业集团有限公司,快速消费品(食品、饮料、化妆品),民营,10000人以上,五险一金;绩效奖金;定期体检;餐饮补贴,日化行业;快消品,销售支持 销售运营
婴幼儿营养品华南数字化会员运营专员（南宁）,7.5千-1万,南宁·良庆区,5年及以上,大专,内蒙古伊利实业集团股份有限公司,快速消费品(食品、饮料、化妆品),已上市,10000人以上,五险一金;专业培训;节日福利;带薪年假;培训,,
运营管理（流程体系）(J29285),1.5-3万·15薪,芜湖·鸠江区,10年及以上,本科,奇瑞汽车股份有限公司,汽车,国企,10000人以上,培训;定期体检;包吃;包住;有餐补;免费班车;五险一金;年终奖金,流程体系,
运营专员,1-1.5万,南京·江宁区,1-3年,本科,南京迈瑞生物医疗电子有限公司,医疗设备/器械,外资（非欧美）,150-500人,五险一金;免费班车,管理;数据分析;运营;项目管理;英语;理工科;office软件;会议组织;数据支撑,流程优化
美客多运营专员,8千-1.6万,深圳·龙华区,1年及以上,大专,深圳市鸿泰信智慧物流科技有限公司,交通/运输/物流,民营,150-500人,员工旅游;年终奖金;绩效奖金;包住,美客多;免费提供就餐,
亚马逊运营专员,8千-1.1万,深圳·宝安区,1年及以上,大专,艾美特电器（深圳）有限公司,家具/家电/玩具/礼品,外资（非欧美）,1000-5000人,五险一金;带薪年假;周末双休;奖金提成,fba发货;亚马逊运营;推广;跨境电商;美国站,
运营副总（电子加工行业）,2-2.5万·14薪,南京·溧水区,10年及以上,本科,南京高喜电子科技有限公司,电子技术/半导体/集成电路,民营,150-500人,培训;五险一金;员工旅游;年终奖金;定期体检,,
跨境电商运营专家/专员,7千-1万·13薪,深圳·罗湖区,1-3年,大专,MICRO-FOUND ELECTRONICS LIMITED,电子技术/半导体/集成电路,合资,少于50人,五险一金;绩效奖金;弹性工作,跨境电商;客户询盘;出海;关键词优化;广告投放;客户跟单;阿里国际站;英语,
阿里国际站运营助理,5千-1万,深圳·南山区,1年,本科,深圳市阳邦电子有限公司,电子技术/半导体/集成电路,民营,50-150人,,环球资源;阿里国际站;跨境电商;电商运营;运营助理;外贸助理;跨境电商助理;facebook,销售助理 外贸销售
风险运营主管(J10021),8千-1万·14薪,上海,3年及以上,本科,国药控股菱商医院管理服务（上海）有限公司,医疗设备/器械,合资,150-500人,年终奖金;定期体检,数据分析;excel;医药行业;ppt;运营管理;风险控制;tableau;powerbi;内控管理;内控体系,
运营经理（压铸）,2-2.5万,蚌埠,10年及以上,大专,无锡朗贤轻量化科技股份有限公司,汽车,民营,500-1000人,五险一金;餐饮补贴,铝镁合金;高压压铸;运营统筹;成本管控,
团险运营支持/周末双休,5-5.5千,北京·丰台区,无需经验,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,五险一金;带薪培训;周末双休;假日福利,保险;团险;坐班;节假日休;上市企业;法定节假,
垂媒内容运营/投放-奕境,1.5-2.5万,武汉·蔡甸区,3-4年,本科,东风汽车集团股份有限公司,汽车,国企,10000人以上,培训,询价;运营维护;信息维护;复盘;竞品对比;留资;资源协同;400电话;内容呈现;后台操作;新能源;市场团队,
京东女装、内衣、服饰运营买手6名,4-5千,廊坊,1年及以上,大专,九爱九河北商贸有限公司,批发/零售,民营,少于50人,五险,女装;内衣;服装设计;京东运营;买手;儿童服饰;食宿,
直播运营策划,6千-1.2万,惠州·惠阳区,1-3年,,深圳市携讯科技有限公司,娱乐/休闲/体育,民营,少于50人,直播培训,直播运营;视频剪辑;脚本策划,
有双休五险不加班百度/抖音运营,5千-1万,济宁,1年及以上,,山东盈信网络科技有限公司,计算机软件,民营,少于50人,五险一金;补充医疗保险,抖音;百度,
招商营运经理,8千-1.3万·15薪,徐州·泉山区,3-4年,大专,江苏观海商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;节日福利;餐饮补贴;带薪年假,定期团建;招商;营运,
营运经理,1.5-2万,绍兴,5年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金;定期体检;带薪年假,团队管理;人员管理;运营管理;店铺装修;店务管理;商业购物中心,市场营销 店铺销售
购物中心 营运主任,8千-1万,长沙,5年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,5000-10000人,带薪年假;绩效奖金;节日福利;五险一金,补充商业险;现场管理;租户管理,统计销售数据
营运主管,1-1.5万,上海·浦东新区,1年及以上,本科,上海帝泰发展有限公司,物业管理/商业中心,外资（非欧美）,500-1000人,五险一金,数据分析;营运管理;催缴;卫生安全检查;品牌关系维护;租户协调;谈判;运营;市场调查;商务谈判,
营运经理,1.2-1.8万,南通·启东市,5年及以上,本科,新城控股集团股份有限公司,房地产,已上市,10000人以上,培训,管理;预算;人员管理;团队建设;经济;营运;费用收缴,营销 营销方案
招商营运经理,1.5-2.5万,绍兴,5年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金;定期体检;带薪年假;通讯补贴,招商激励;运营;经营管理;业态规划;招商调整;商业项目;经营策略,
商业营运主管,7千-1.1万·16薪,上海·徐汇区,1年及以上,大专,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,五险一金;餐饮补贴;过节费;高温补贴;定期体检,,
营运主管/专员（德清）,7-9千·13薪,湖州·德清县,3年及以上,大专,上海都心商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金;交通补贴;弹性工作;通讯补贴;餐饮补贴;年终奖金;定期体检,营运管理;商业;租金催缴;经营指导,
营运经理（云浮）,1-1.5万·13薪,云浮·云城区,5年及以上,大专,新城控股集团股份有限公司,房地产,已上市,10000人以上,五险一金,团队管理;人员管理;客诉处理;评估;环境管理;商户管理;行动计划;服务质量,营销方案 营销计划
营运主管,6千-1.2万·13薪,东莞·南城区,3年及以上,本科,广东建鼎控股集团有限公司,房地产,民营,150-500人,带薪年假,写字楼运营;企业入驻;装修审批;开业支持;租户服务;处理客诉;费用催缴;突发事件处理;统计分析;服务流程,
招商营运经理,1.2-1.6万·16薪,上海·浦东新区,5年及以上,大专,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,培训;五险一金;餐饮补贴;过节费;高温补贴;定期体检,市场调查;招商计划;招商管理;招商洽谈,
办公楼营运主任/高级主任,8千-1.2万,上海·长宁区,5年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,500-1000人,培训,职业发展;办公软件;管理;英语;客户沟通;物业服务;绿化;日常管理;装修;法律,客户服务
营运管理/楼面管理,7-9千,上海·普陀区,3年及以上,本科,大洋晶典商业集团有限公司,批发/零售,外资（非欧美）,1000-5000人,五险一金;年终奖金,管理;工商管理;项目运营;布局规划;商品;现场处理;现场跟进;商户资源;招商及管理,市场营销
营运主管,8千-1.2万,上海·徐汇区,5年及以上,本科,上海飞洲企业发展（集团）有限公司,多元化业务集团公司,民营,500-1000人,培训,管理;物业;现场管理;人员管理;企业管理;法律法规;服装,销售 营销 客户服务 营销策划
招商营运高级经理（女装或名品）,1.8-2.5万·13薪,广州·从化区,8年及以上,大专,深圳市八号仓奥特莱斯有限公司,物业管理/商业中心,民营,150-500人,五险一金;定期体检;餐饮补贴;双休;员工旅游;培训;节假日福利;人员培训,团队建设;团队管理;市场调查;卖场管理,
运营经理/运营督导/商管营运,15-30万/年,宁波·鄞州区,5年及以上,大专,浙江云创蔚来科技集团有限公司,物业管理/商业中心,民营,150-500人,培训支持;培训,运营;分析报告;商管;商业项目;问题诊断;报告撰写;运营标准;运营督导;标准化执行;优质企业,
长泰广场营运专员,6-8千,上海·浦东新区,1年,大专,长泰广场,物业管理/商业中心,民营,150-500人,五险一金;餐饮补贴;绩效奖金,商业营运;督导;巡店,
营运主管,5-6千·13薪,武汉·汉阳区,2年及以上,大专,湖北恒信德龙实业有限公司武汉摩尔城管理分公司,物业管理/商业中心,民营,150-500人,节日福利;专业培训;带薪年假;绩效奖金,工作餐;现场管理;租金收取;顾客投诉接待;楼层营运,
商业营运主管,7-9千·16薪,无锡,3年及以上,大专,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,五险一金,安全管理;招商;品质管理;建档;商户管理;商业项目;评估风险;签约管理;档案合同管理;费用催缴,
多经广告主管/营运主管/营运管理（顺德海骏达城）,6-8千,佛山·顺德区,3-4年,大专,佛山市顺德区海骏达商业管理投资有限公司,物业管理/商业中心,民营,150-500人,五险一金;带薪年假;包住宿;节日福利,免费停车;环境舒适;购物中心;广场;多种经营;广告,
营运主管,6-7.9千,上海·浦东新区,3-4年,大专,上海泥城万达广场商业管理有限公司,物业管理/商业中心,民营,少于50人,带薪年假;节日福利;五险一金,包三餐;招商;招商主管;营运;商场,
营运主管-闵行吴泾宝龙广场,0.8-1万,上海·闵行区,3-4年,大专,上海镌新企业管理有限公司,物业管理/商业中心,已上市,500-1000人,五险一金;餐饮补贴;员工旅游;年终奖金;定期体检,,
招商营运高级经理,2.5-3.5万,昆山,5年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金;定期体检;带薪年假;通讯补贴,招商激励;运营;招商;经营管理;业态规划;购物中心;招商调整;商业项目,
营运主任/助理(J12007),6千-1万,广州·海珠区,2年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,5000-10000人,技能培训,团队聚餐;管理规范;领导好;公司规模大;管理;营运;进场装修;验收审批;租户协调,销售 市场营销
招商营运主管/专员,4-8千,南京·江宁区,2年及以上,大专,上海宝龙商业地产管理有限公司南京江宁分公司,多元化业务集团公司,已上市,150-500人,五险一金;专业培训;餐饮补贴,办公软件;管理;cad;招商;检测;餐饮;品牌入驻;考核;招商资源;签订租约,
招商营运总监（徐州）,2-3万·15薪,徐州·泉山区,8-9年,大专,江苏观海商业管理有限公司,物业管理/商业中心,民营,150-500人,餐饮补贴;年终奖金;五险一金,招商;营运,
招商营运高级经理,2-3万,绍兴,5年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金;定期体检;通讯补贴,全勤奖;运营;招商;经营管理;业态规划;购物中心;招商调整;商业项目;经营策略,
招商营运副总经理（商业综合体）,2.5-3.5万·14薪,杭州·余杭区,7年及以上,本科,上海宝龙商业地产管理有限公司杭州余杭分公司,物业管理/商业中心,民营,50-150人,,市场调研;招商;营运;合同谈判;商务洽谈;实施方案;招商运营;招商方案;招商管理,营销推广
招商营运经理/总监,2-3万,上海·杨浦区,5年及以上,本科,云南欢乐大世界投资控股有限公司,房地产,民营,500-1000人,五险一金;做五休二;绩效奖金;交通补贴;定期体检;培训,节假日;管理;营运;营运管理,营销 活动策划 市场推广
营运专员（绿景佐阾新邑购物中心）,8-10万/年,深圳·福田区,1年,大专,深圳市绿景资产管理有限公司,房地产,已上市,500-1000人,带薪年假;五险一金;餐饮补贴;专业培训;绩效奖金;节日福利;交通补贴,购物中心营运,
营运主管/营运高级主管,7-9千,昆山,3年及以上,本科,上海世茂鼎宏商业有限公司,物业管理/商业中心,合资,1000-5000人,五险一金,团队管理;营运管理;报表统计;仪容仪表;巡场;陈列布展;营业纪律;经营数据分析;商户进场;服务设施,
招商营运经理（德州市德城区）,1.3-1.5万,德州·德城区,5年及以上,大专,大连博涛文化科技股份有限公司,机械/设备/重工,已上市,150-500人,,招商营运管理;文商旅综合体,
营运高级经理,2-2.5万,上海·黄浦区,8年及以上,本科,鼎固控股-日月光中心,房地产,外资（非欧美）,500-1000人,培训,部门管理;数据统计分析;sop优化;租金收缴;活动联动;商户经营;预警管控;经营分析,销售额提升
营运主管,6-7.5千·14薪,无锡·滨湖区,3年及以上,大专,无锡融创汇润商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;餐饮补贴;员工宿舍,营运;租金收缴;商户洽谈;商业中心;营运主管,
商业营运主管,5千-1万,武汉·江汉区,3年及以上,本科,武汉市花园道商业运营管理有限公司,建筑/建材/工程,民营,未知,五险一金,办公软件;招商;经营管理;监督管理;进场装修;品牌调整;品牌资源;商户装修;进退场管理;品牌组合,
项目招商营运负责人,1.5-2.5万,上海,2年及以上,本科,上海旭美商业管理集团有限责任公司,物业管理/商业中心,民营,500-1000人,五险一金;补充医疗保险;绩效奖金;定期体检;培训,谈判;招商;合同签订;洽谈;商业地产;招商策略;商业管理,
商业营运管理岗（东莞）,1.2-1.8万,东莞·东城区,5年及以上,本科,广州珠实地产有限公司,房地产,国企,1000-5000人,五险一金;专业培训;餐饮补贴;定期体检;带薪年假;节日福利;通讯补贴,营运;运营计划;管理;办公软件,活动策划
招商营运主管/专员,5-8千,无锡,1年及以上,大专,无锡招商城有限公司,物业管理/商业中心,已上市,150-500人,带薪年假;餐补;做五休二;高温补贴;五险一金;绩效奖金;餐饮补贴;培训,免费停车;运营管理;招商;合同签订,
绿地香港招商营运经理（项目负责人）,1.5-3万·16薪,上海·浦东新区,5年及以上,大专,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,培训;五险一金;餐饮补贴;过节费;高温补贴;定期体检,,
园区招商营运助理/专员,4-8千,佛山·南海区,2年及以上,大专,佛山永润商业物业管理有限公司,物业管理/商业中心,民营,50-150人,包吃;节日福利;包住,,
购物中心营运主任（北外滩来福士）,8千-1.2万,上海·虹口区,5年及以上,本科,凯德商用房产管理咨询（上海）有限公司,房地产,外资（非欧美）,500-1000人,带薪年假;五险一金;绩效奖金;节日福利;通讯补贴;带薪病假,营业规范;投诉接待处理,销售
营运主管/楼面主管,8千-1万,上海·普陀区,2年及以上,本科,大洋晶典商业集团有限公司,批发/零售,外资（非欧美）,1000-5000人,五险一金;餐饮补贴;定期体检;带薪年假,现场管理;管理楼层;营运管理;处理投诉;经营分析,
招商营运,5.5-7.5千·14薪,广州·天河区,1年及以上,本科,广州领秀物业管理有限公司,物业管理/商业中心,国企,未知,五险一金;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检;高温补贴;住房补贴;企业年金,餐费补助;物业管理,
万科办公事业部华东公司-商业营运岗,1.5-2万,杭州,3年及以上,本科,万科企业股份有限公司,建筑/建材/工程,国企,未知,,经营管理;统计分析;分析报告;费用支出;管理方案;管理目标;应急事件;物业增值服务;营收指标,
营运主管,6-8千,无锡·新吴区,1-3年,本科,上海宝龙商业地产管理有限公司无锡分公司,物业管理/商业中心,民营,50-150人,,营运管理,
营运总监,1.5-3万,昆明,3-5年,大专,昆明世纪金源购物大广场有限公司,物业管理/商业中心,民营,500-1000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;带薪年假,管理;人员管理;商品陈列;人才培养;营运管理,
招商营运经理（沈阳大东区）,1-1.5万,沈阳·大东区,5年及以上,大专,大连博涛文化科技股份有限公司,机械/设备/重工,已上市,150-500人,,招商营运管理;文商旅综合体,
营运经理,1-1.8万,珠海·香洲区,6年及以上,大专,珠海华开商业有限公司,贸易/进出口,外资（非欧美）,150-500人,五险;专业培训,办公软件;营运;目标管理;奢侈品;宣导企业文化,销售计划
Senior Portfolio Officer 高级物业营运主任,1.2-1.4万,三亚,5年及以上,本科,三亚中免棠畔投资发展有限公司,物业管理/商业中心,民营,150-500人,,,
营运主管,4.9-5.8千·16薪,曲靖,3年及以上,本科,曲靖万达广场商业管理有限公司,物业管理/商业中心,民营,10000人以上,五险一金;绩效奖金;年终奖金;定期体检,商业运营;运营主管;运营;商业;运营经理;营运;企业管理运营,营销策划
商业营运专员,4-6千,武汉·江汉区,3年及以上,本科,武汉市花园道商业运营管理有限公司,建筑/建材/工程,民营,未知,五险一金;餐饮补贴;节日福利,持续发展,
餐饮营运经理,1-1.2万·13薪,常州·新北区,5-7年,大专,北京埃顿酒店服务有限公司常州分公司,物业管理/商业中心,外资（欧美）,未知,食堂管理;带薪年假;节日福利;绩效奖金,办公软件;管理;电脑;指导;监督;食品安全管理;配餐;奖励惩罚,
营运专员,5-6千,南京,1-2年,大专,南京万谷商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金,企业管理;营运;巡查;商品陈列;顾客投诉;接待服务;仪容仪表;商场营运;维护顾客关系,市场营销
孵化器（众创空间）营运经理,8千-1万,嘉兴·秀洲区,3年及以上,本科,苏州安博西科技孵化器管理有限公司,学术/科研,民营,少于50人,年终奖金;定期体检;员工旅游;五险一金;出国机会,科技招商,
营运经理（餐饮文旅方向）,1-1.8万,无锡,5年及以上,大专,无锡招商城有限公司,物业管理/商业中心,已上市,150-500人,五险一金;餐饮补贴,运营;市场分析;调研;财务预算;项目运营;趋势分析;宣传策划;策略调整;前期考察,品牌推广
营运专员,6-8千,上海·浦东新区,1年及以上,本科,浦东软件园-上海浦软汇智商业经营管理有限公司,物业管理/商业中心,国企,50-150人,五险一金;补充医疗保险;补充公积金;员工旅游;专业培训;绩效奖金;年终奖金;餐饮补贴;定期体检,健身房,
营运专员(J10417),6-8千,广州,1年及以上,本科,广州君超实业集团有限公司,房地产,民营,50-150人,定期体检;餐饮补贴,商业营运管理;水电;购物中心;客诉;进场;促销活动;商户经营;客流数据;撤场;品牌活动,
