职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
能化研究员,1.5-2万·13薪,杭州·滨江区,3年及以上,本科,西安迈科能源有限责任公司,金融/投资/证券,民营,少于50人,五险一金;周末双休,期货;经济学;交易;产业调研;行业会议;聚酯;EB,金融 研究报告
产业研究岗,1.5-2万,上海·浦东新区,3-5年,硕士,上海临港新片区私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;定期体检;绩效奖金;专业培训;餐饮补贴;补充医疗保险;通讯补贴;带薪年假;交通补贴,新能源;产业研究,
优才政策（研究生））,1-1.5万,杭州·拱墅区,无需经验,硕士,中国人寿保险股份有限公司杭州市分公司,保险,国企,500-1000人,保险服务;保险理念;专业培训,团队管理;招聘计划;理财;规章制度;保单保全;人才招募;寿险顾问;奖金,营销方案
媒体算法研究员,1.5-2.5万,武汉·江汉区,3年及以上,本科,梧桐树保险经纪有限公司,金融/投资/证券,民营,500-1000人,五险一金;年终奖金;餐饮补贴,计算机;sql;广告投放;技术方案;广告;hadoop;建模;分析报告;spark;人工智能,
大宗商品研究员,15-30万/年,常州,无需经验,硕士,常州市化工轻工材料总公司,贸易/进出口,民营,150-500人,五险一金;员工旅游;专业培训;绩效奖金;年终奖金;定期体检,数据分析;期货;研究分析,金融行业 行业分析
股票研究员,2-4万,北京·海淀区,无需经验,本科,北京博岳资产管理有限公司,金融/投资/证券,民营,少于50人,,,
优才政策（研究生）,15-25万/年,杭州·拱墅区,无需经验,硕士,中国人寿保险股份有限公司杭州市分公司,保险,国企,500-1000人,保险;保险行业;商业保险;专业培训;双休,团队管理;演讲;理财;理财规划,金融 银行 投资 金融管理
资产管理中心-商品投资部-研究员(黑色/新能源)G01294,1.5-3万,上海·浦东新区,3年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金,新能源,
行业研究（应届博士）硕博211,2-2.5万,深圳,无需经验,博士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,理工科;博士后科研;新能源,金融 投融资 研究报告
新能源研究员,1.5-2万·13薪,杭州·滨江区,2年及以上,本科,西安迈科能源有限责任公司,金融/投资/证券,民营,少于50人,五险一金;周末双休;带薪年假,国际贸易;经济;期现;实盘交易;产业调研;行业会议;新能源,金融 研究报告
股票研究员,1.5-3万,北京·海淀区,无需经验,本科,北京博岳资产管理有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;五险一金;餐饮补贴,,
研究所合规岗,1.5-2.5万,上海·浦东新区,3年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,法律合规培训;五险一金;定期体检;专业培训,办公软件;excel;经济;报表;法律;pp;法律行业;制度落实,金融
客户经理（宁波和义路）,1-2万,宁波·海曙区,3年及以上,本科,中信证券股份有限公司宁波和义路证券营业部,金融/投资/证券,已上市,少于50人,,证券从业资格,金融行业 客户服务
投资经理（投资管理总部）,1.5-2.5万,上海,3年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;宏观经济;仓位控制;行业公司研究,证券投资分析 投资运作
营销总监,1-2万,武汉·洪山区,3年及以上,本科,长江证券股份有限公司,金融/投资/证券,国企,未知,五险一金;绩效奖金;年终奖金;专业培训;定期体检,券商;分析师;总监;副总;主管;高级,证券公司 投资顾问
投资经理（投资交易总部）,1.5-2.5万,上海,3年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;资产配置;交易指令;信用风险;市场环境;专业分析,投资策略 投资计划 优化投资组合 控制投资风险
华鑫证券金牌客户经理（上海国资券商）,4-8千,广州·天河区,无需经验,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;餐饮补贴;绩效奖金;交通补贴;专业培训;补充医疗保险;定期体检,证券从业资格;私募基金;成长路径;领导好,
研究所银行研究员,1.5-2.5万,北京·西城区,1-2年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;补充公积金,,
金融产品部-私募组合策略管理,,上海·浦东新区,5年及以上,本科,兴业证券股份有限公司,金融/投资/证券,国企,5000-10000人,,基金;经济;市场拓展;宏观经济;资产配置报告;数理;标签体系,金融 证券从业 基金投资组合
客户经理(J13203)-潍坊,2.3-4.6千,潍坊,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,,
市场推广岗(J13435),1-2万,上海·浦东新区,3年及以上,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;补充医疗保险;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,,
投资顾问,1-1.5万,广州·天河区,无需经验,本科,国信证券广州分公司,金融/投资/证券,国企,150-500人,五险一金;带薪年假;节日福利;周末双休;定期体检;绩效奖金;专业培训;有餐补;节日慰问,定期团建;家属慰问金,
客户经理(J13132)-甘肃,2.8-5.5千,兰州,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,,
客户经理(J13121)-河北,3-6千,石家庄,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金;定期体检,,
理财经理/投资顾问,5千-1万,济南·历下区,无需经验,本科,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,,,
财富顾问,8千-1.2万,东莞·松山湖区,无需经验,本科,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,保险;五险一金;专业培训;工会福利;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;绩效提成;补贴,晋升通道,
投资顾问,8千-1.6万,广州·黄埔区,2年及以上,本科,广发证券股份有限公司广州科学城证券营业部,金融/投资/证券,已上市,5000-10000人,,经济;理财;投资顾问资格;理财方案;能力培养;法定节假;员工活动,金融 客户开发 投资建议 证券市场
招聘岗(007057),1.2-2万,深圳·南山区,2年及以上,硕士,五矿证券有限公司,金融/投资/证券,国企,1000-5000人,,招聘;人力资源;人力资源管理;招聘渠道;工商管理;招聘计划;校园招聘;录用;人才寻访,金融行业
投资银行-债券业务承做(J10245),1-2万,上海·浦东新区,2年及以上,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,内部培训,,
中心营业部私人财富经理,8千-1.5万,上海·静安区,1年及以上,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;通讯补贴,证券从业资格;基金从业资格;弹性工作,
投资顾问,7千-1.3万,株洲·天元区,2年及以上,本科,华泰证券股份有限公司湖南分公司,金融/投资/证券,已上市,50-150人,培训;绩效奖金;年终奖金,经济;资产配置;团队协作;管理;业务拓展,投资 投资建议 金融 投资规划
数据工程师,2-4万,上海·浦东新区,3年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检,数据分析;大数据;etl;建模;性能调优;数据挖掘;数据开发;数据质量;数据集市;数字化,
数据科学家,2-4万,上海·浦东新区,无需经验,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金,大数据;分析报告;数据治理;管理系统;指标体系;数据看板;数据产品;模型搭建,金融 流程优化
团队负责人,1.5-2.8万,上海·静安区,3年及以上,本科,中信证券股份有限公司上海静安区山西北路证券营业部,金融/投资/证券,已上市,10000人以上,五险一金;定期体检;餐饮补贴;企业年金,,
财富规划师,8千-1.5万,上海,5年及以上,本科,国联民生证券股份有限公司上海分公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;年终奖金;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;带薪年假;节日福利,,
投资顾问、业务经理-财富管理方向,1-1.1万,北京·西城区,无需经验,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;定期体检;年终奖金;补充医疗保险;带薪年假;周末双休,,金融产品销售 客户经理 客户服务
投资经理,8千-1.1万,天津·和平区,2年,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;补充医疗保险;定期体检;专业培训;绩效奖金;餐饮补贴,理财;基金,财富管理 投资经理 金融 销售
业务经理--财富管理方向,1-1.1万,北京·怀柔区,无需经验,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,绩效奖金;年终奖金;补充医疗保险,维护客户;理财;开拓新客户;产品配置;财富规划;配置资产,营销 投资理财
基金业务交易员(J13589),2-4万,上海·浦东新区,3年及以上,硕士,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;通讯补贴,交易员;高频,量化交易
投资顾问业务岗(J13590),1.5-3万,上海·浦东新区,1年及以上,硕士,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,保险;五险一金;绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险,销交,投资顾问 销售交易
综合支持岗,1-1.2万,东莞·南城区,1年及以上,硕士,光大证券股份有限公司东莞分公司,金融/投资/证券,国企,150-500人,绩效奖金;定期体检;补充医疗保险;周末双休;带薪年假;专业培训;工会福利;五险二金;业绩提成,,证券
客户经理,6千-1.2万,武汉·江汉区,无需经验,本科,国泰海通证券股份有限公司武汉新华路证券营业部,金融/投资/证券,国企,未知,带薪年假;保险;五险二金;培训;业绩提成;绩效奖励,慰问金;底薪;晋升机会;节假日;生日祝福;法定节假,
机构业务岗,1.2-2.4万,杭州·拱墅区,3年及以上,本科,东方财富证券股份有限公司,金融/投资/证券,民营,1000-5000人,,,
财经证券研究员,2-3万,上海·黄浦区,无需经验,硕士,上海丰木财讯文化传媒有限公司,金融/投资/证券,民营,少于50人,五险一金;年终奖金;定期体检;餐饮补贴;节日福利,,
人保资产-资产证券化业务质量控制岗-社会招聘(J76479),4-7万,上海,3年及以上,硕士,中国人保资产管理有限公司,金融/投资/证券,国企,150-500人,培训;五险一金;补充医疗保险;补充公积金;子女医疗保险;带薪年假;绩效奖金;定期体检,abs;REITs;质量控制,
证券事务专员（IPO）,7千-1万,杭州·钱塘区,1年及以上,本科,杭州耕德电子股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,培训;五险一金;带薪年假;年终奖金,法律;财务;会计;业务对接;证监会;股权激励,ipo 金融 证券法
实习生（证券与资本市场）,2-4千,上海·浦东新区,无需经验,本科,上海市锦天城律师事务所,法律,民营,1000-5000人,餐饮补贴,法学;全职;全勤;团队氛围,
证券事务专员,1.2-2万·13薪,深圳·宝安区,3年及以上,本科,深圳欧陆通电子股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,,,上市公司
证券事务专员(J10525),10-15万/年,南京·鼓楼区,1年,本科,南京康尼机电股份有限公司,机械/设备/重工,民营,1000-5000人,五险一金;员工旅游;交通补贴;专业培训;出国机会;绩效奖金;年终奖金;定期体检,免费班车;宿舍,
行业研究员（化工方向）,1-2万,深圳·南山区,2年及以上,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训,CPA;CFA;股票;基金;公司研究;数据分析;盈利预测,证券 金融 二级市场
策略研究员（各类套利、另类投资、事件驱动方向）,1-2万,深圳·南山区,2年及以上,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金,经济;数学;基金行业;统计套利;跟踪市场动态;衍生品定价;统计学,金融 金融工程 金融交易
债券研究员/债券基金经理助理,1-2万,深圳·南山区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金,经济;入库;cfa;cpa;宏观经济;信用债;债券市场;债券交易,金融 研究报告
研究员/财务分析师（ 重点培养 储备基金经理 ）,1-1.8万,珠海,无需经验,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;专业培训;绩效奖金;年终奖金;周末双休,会计,金融
低风险策略研究员（非量化）,1-2万·15薪,深圳·南山区,2年及以上,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;年终奖金;专业培训;餐饮补贴;通讯补贴;交通补贴;周末双休;做五休二,,
行业研究员,8千-1.5万,广州·越秀区,2年及以上,本科,广州和盛丰悦私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;定期体检;绩效奖金,资产配置;基金公司;股票;期指期权;科技研究;财报分析,证券投资 投资研究
债券研究员/债券基金经理助理,1-2万,广州·天河区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金;年终奖金;专业培训;周末双休,数据分析;基金;债券;交易;私募;公司研究;信用研究,投资 行业分析
园区战略研究咨询岗,1.4-1.7万·13薪,北京·西城区,2年及以上,硕士,苏州火炬中心运营有限公司北京高技术产业发展分公司,多元化业务集团公司,民营,少于50人,五险一金,报告撰写;现场调研;战略分析;产业发展;产业经济;区域经济;技术经济;标准研究,研究报告 行业分析
客户经理（首席）,1.8-2.6万,上海·浦东新区,5年及以上,本科,中信证券股份有限公司上海环球金融中心证券营业部,金融/投资/证券,国企,10000人以上,入职培训;业务培训;五险一金,证券从业资格;期货;法律法规;开户,市场营销 证券投资 投资顾问 客户服务
客户经理,6千-1.1万,淄博,无需经验,本科,中信证券（山东）有限责任公司淄博柳泉路证券营业部,金融/投资/证券,国企,少于50人,补充医疗保险;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,六险两金,客户开发维护 证券产品销售 投资咨询服务
客户经理(J13230)-盐城,4-8千,盐城,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,,
研究所机构销售经理,1.5-2.5万,上海·浦东新区,1年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
研究所机构销售经理,1.5-2.5万,北京·西城区,1年,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
研究所汽车行研研究员,1.5-2.5万,北京·西城区,2年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;餐饮补贴;通讯补贴;补充医疗保险;补充公积金;企业年金,,
研究所银行行业首席分析师(000588）,1.5-2.5万,北京·东城区,4年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,培训,调研;业务指导;分析评估;分析师;督导执行;业务判断;佣金,证券投资咨询 上市公司
证券投资顾问,7千-1.4万,广州·越秀区,2年及以上,本科,广发证券广州环市东路证券营业部,金融/投资/证券,已上市,5000-10000人,,,
化工行业分析师,1.5-3万,北京·西城区,3-4年,硕士,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,定期体检;餐饮补贴;通讯补贴;带薪年假,,行业分析 上市公司
财富顾问,3-6千,苏州·吴中区,无需经验,本科,东吴证券股份有限公司苏州胥口孙武路证券营业部,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;绩效奖金,经济,金融
研究院机构销售岗（深圳/北京/上海）,1-1.5万,北京·西城区,无需经验,硕士,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;补充公积金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金;定期体检,,
研究院-宏观行业首席分析师,5-10万,北京·西城区,5-7年,硕士,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,,宏观经济分析;宏观分析;政策研究,宏观研究 行业分析
研究院机构销售岗（深圳/北京/上海）,1-1.5万,上海·浦东新区,无需经验,硕士,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,保险;五险一金;补充公积金;交通补贴;餐饮补贴;通讯补贴;专业培训,机构客户;渠道合作,证券业务 上市公司
网络安全岗,1-1.5万,北京·西城区,3-4年,本科,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,,网络安全;系统安全;数据安全,
网络安全岗,1-1.5万,北京·西城区,3-4年,本科,太平洋证券股份有限公司,金融/投资/证券,已上市,1000-5000人,,网络安全;系统安全;数据安全,
财富管理部机构证券业务部机构交易服务岗,1.5-3万,南昌·红谷滩区,3年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,培训,证券从业资格;推广;信托;管理学;经济学;私募,营销 金融 营销管理
校招培训生,8千-1.5万,杭州,无需经验,本科,中信证券股份有限公司杭州玉皇山南基金小镇证券营业部,金融/投资/证券,已上市,少于50人,五险一金;定期体检;餐饮补贴;绩效奖金;补充医疗保险,基金,金融服务 证券 客户开发服务 金融产品销售
证券投资顾问（视频号直播，广州东风中路证券营业部）,1-2万,广州·越秀区,3年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;子女医疗保险;补充医疗保险,直播;股票市场;视频直播;互联网直播;引流获客,证券市场 服务营销 二级市场
同业拓展岗,1-2万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,保险,售后服务;解决方案;市场分析;公募基金;开户;机构业务;客户拓展;交易;持续发展,金融产品 投资建议
托管业务岗（资产托管部）(J11044),1-2万,南京·建邺区,2年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
专户理财部总监（富安达基金）(J11039),3-4万,上海·浦东新区,5年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
证券投资顾问,1-2万,上海·黄浦区,1年及以上,本科,金融街证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金,咨询服务;资产配置方案;开户;资金存取,证券投资分析 证券市场 证券公司 上市公司
业务部总经理（交子大道）,8千-1.5万,成都·武侯区,5年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,绩效奖金;定期体检;年终奖金,管理;团队管理;经济;经营管理;业务拓展;市场策略,金融 综合金融 证券
上市公司服务经理,6千-1.2万,株洲,3年及以上,本科,东方财富证券股份有限公司,金融/投资/证券,民营,1000-5000人,五险一金;员工旅游;专业培训;年终奖金;定期体检;绩效奖金;补充医疗保险;节日福利,,上市公司
固收投资经理（跨境方向）,2.5-4万,广州·天河区,3年及以上,硕士,广发证券股份有限公司,金融/投资/证券,已上市,10000人以上,,财务;经济;cfa;资金管理;英文读写;frm,金融 投资建议 投资策略
客户经理(J12232)-武汉百步亭,4-8千,武汉,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;专业培训;定期体检,理财经理,证券 客户经理 理财顾问 金融 机构客户经理 零售客户经理 销售
客户经理(J13123),3-4.5千,大同,无需经验,本科,东北证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;年终奖金,,
财富管理师（互联网方向）,1-2万,重庆·江北区,2年,大专,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;专业培训;定期体检;年终奖金;餐饮补贴,互联网投顾;投顾主播,投资者教育 客户服务 投资策略
金融同业机构助理岗,8千-1.2万,宁波·慈溪市,无需经验,硕士,广发证券股份有限公司慈溪浒山路证券营业部,金融/投资/证券,已上市,5000-10000人,五险一金;绩效奖金;餐饮补贴;通讯补贴;带薪年假;节日福利;周末双休;企业年金;有餐补,,
资产管理部量化投资经理,1.6-3.2万,上海·浦东新区,3年及以上,硕士,江海证券有限公司,金融/投资/证券,国企,1000-5000人,五险一金;定期体检;绩效奖金,计算机;java;证券从业资格;c++;数学;统计;物理;建模,金融 金融工程
机构业务经理（江西分公司）,8千-1.6万,南昌·红谷滩区,1年及以上,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;定期体检;年终奖金;专业培训;补充医疗保险;通讯补贴;带薪年假;节日福利;周末双休;高温补贴,,
分公司直属业务部总经理（江西分公司）,2-4万,南昌·红谷滩区,5年及以上,硕士,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;通讯补贴;补充医疗保险;带薪年假;节日福利;周末双休;保险,,
投资顾问、业务经理-财富管理方向,1.1-1.2万,北京·朝阳区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;年终奖金,维护客户;理财;开拓新客户;产品配置;财富规划;配置资产,投资理财 金融服务方案
投资顾问、业务经理-财富管理方向,1-1.1万,北京·大兴区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;定期体检;年终奖金;补充医疗保险;带薪年假;企业年金;降温取暖费,开拓新客户;配置资产,
投资经理岗,7.5千-1.5万,深圳·福田区,5年及以上,硕士,招商证券股份有限公司,金融/投资/证券,国企,10000人以上,,计算机;期货;基金;matlab;编程语言;私募基金,金融 投资者教育 金融工程 投资策略
综合财富管理投资顾问,,中山·东区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;专业培训;定期体检;餐饮补贴;带薪年假;周末双休,,上市公司
宁波悦盛路营业部财富经理,6-8千,宁波·海曙区,无需经验,本科,光大证券股份有限公司浙江分公司,金融/投资/证券,国企,500-1000人,绩效奖金,经纪业务,财富管理 证券 金融 营销 销售
投资顾问、业务经理-财富管理方向,1-1.1万,北京·通州区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金,维护客户;理财;开拓新客户;投资顾问资格;产品配置;财富规划;配置资产,投资顾问 投资理财 金融服务方案
分公司机构部总经理,1.5-2万,武汉,5年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,培训;五险一金;子女医疗保险;补充医疗保险;带薪年假;年终奖金;绩效奖金;专业培训;定期体检;出差补贴,,
综合财富管理投资顾问(J14189),1-2万,杭州·上城区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;补充医疗保险;餐饮补贴;绩效奖金;专业培训;定期体检;培训,,上市公司
用户增长岗,1-1.5万·13薪,杭州·上城区,3年及以上,本科,中信证券股份有限公司浙江分公司业务二中心,金融/投资/证券,已上市,5000-10000人,绩效分析;节日福利;带薪年假;补充医疗保险;五险二金,策略构建;投放管理;市场洞察,跨部门协作
财富管理顾问,1.5-3万,上海·浦东新区,1年及以上,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,绩效奖金;五险一金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;节日福利;带薪年假;交通补贴,弹性工作,
综合财富管理投资顾问,4-8千,淄博·张店区,3年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;专业培训,证券从业资格;资产配置;pe,金融 银行 财富管理 ipo 证券交易 证券市场 证券公司
证券投资顾问,8千-1.6万,盐城·东台市,2年及以上,本科,华泰证券股份有限公司东台海陵中路证券营业部,金融/投资/证券,已上市,少于50人,五险一金;补充医疗保险;餐饮补贴;通讯补贴;绩效奖金;年终奖金;定期体检,,
投资顾问,6千-1.2万,武汉·江汉区,无需经验,本科,国泰海通证券股份有限公司武汉新华路证券营业部,金融/投资/证券,国企,未知,专业培训;高温补贴;带薪年假;业绩提成;五险二金;培训;健康体检,节假日;慰问金;底薪;员工团建;晋升机会,
证券投资顾问,5-8千,上海·浦东新区,1年,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,五险一金;补充公积金;交通补贴;餐饮补贴;通讯补贴,,证券
业务部门负责人,6千-1万,西安·雁塔区,3年及以上,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,营销培训;五险一金,管理;招聘;证券从业资格;市场开拓,证券行业 金融行业 营销管理 渠道拓展 营销团队建设
资产管理部销售经理（渠道经理/机构销售）,1.5-3万,深圳·南山区,1-3年,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;餐饮补贴;专业培训;定期体检;周末双休;节日福利,,
上市公司服务经理,1.5-3万,杭州·拱墅区,3年及以上,本科,东方财富证券股份有限公司,金融/投资/证券,民营,1000-5000人,专业培训;五险一金;绩效奖金;定期体检;年终奖金,,
资产管理部销售经理（渠道经理/机构销售）,1.5-3万,上海·浦东新区,1-3年,硕士,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;餐饮补贴;专业培训;定期体检;周末双休;节日福利,,
投资顾问,6千-1.2万,南昌·红谷滩区,2年及以上,本科,华安证券股份有限公司南昌铜锣湾广场证券营业部,金融/投资/证券,已上市,少于50人,五险一金;餐饮补贴;绩效奖金,市场分析;股票,金融 证券行业 证券投资顾问 投资策略 研究报告 金融产品
研究所-金融与量化研究部-权益及期权策略研究岗G01306,1.5-3万,上海,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,新能源,
研究所-商品研究部-黑色建材研究岗G01239,2-4万,上海·浦东新区,3年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利,,
证券事务助理,1-1.3万,武汉·江岸区,5年及以上,本科,武汉芯连微电子有限公司,计算机软件,民营,50-150人,五险一金;节日福利,财务;法律;法律法规;会务;信息披露;资本运作;深交所,金融 上市公司 证券事务
研究所-金融与量化研究部-FOF配置研究岗G01355,1.5-3万,上海·浦东新区,2年及以上,硕士,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐补;通讯补贴;带薪年假;补充医疗保险;定期体检;节日福利;补充公积金;补充企业年金;专业培训,,
证券投资顾问（福利待遇优厚）,1.6-2.5万,上海·浦东新区,无需经验,大专,猎创企聘（四川）科技有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,五险一金;带薪年假;年终奖金;零食下午茶,职业规划,
投资兼证券事务专员,7千-1.2万,惠州·惠城区,1年及以上,本科,惠州市华阳集团股份有限公司,计算机软件,民营,5000-10000人,五险一金;员工旅游;专业培训;股票期权,,三会运作 投资 证券事务 投资并购 一级市场 股权投资 上市公司
证券专员,5-6千,柳州·柳南区,3年及以上,本科,柳州五菱新能源汽车有限公司,汽车,国企,1000-5000人,,行政;关联交易;文档存档,资本市场研究 投资者沟通 证券 上市公司
证券事务专员,1-1.5万,深圳·南山区,1-5年,本科,深圳宏业基岩土科技股份有限公司,建筑/建材/工程,民营,500-1000人,五险一金;绩效奖金;带薪年假,,
证券事务主管,8千-1.2万,成都·龙泉驿区,2年及以上,本科,成都秦川物联网科技股份有限公司,仪器仪表/工业自动化,已上市,500-1000人,培训;五险一金;周末双休;专业培训;绩效奖金,合规管理;文档资料;三会管理,投资者关系 证券事务 上市公司
证券事务代表,8千-1.5万,上海·闵行区,3年及以上,本科,上海大族富创得科技股份有限公司,电子技术/半导体/集成电路,民营,150-500人,,资料整理;文档管理;信息披露;新三板挂牌;会计师;股权激励;公司治理;协议审核,投融资 投资者关系
证券分析师助理,8千-1.6万,成都·高新区,无需经验,本科,四川景地基业集团有限公司,房地产,民营,150-500人,五险一金;周末双休,办公软件;excel;ppt;会计;经济;市场动态;资料归档,金融 研究报告 资本市场
专兼职研究员,5千-1万,重庆·渝北区,1年,本科,四川巴罗股权投资基金管理有限公司,金融/投资/证券,民营,少于50人,,,二级市场研究
高频量化研究,15-30万/年,深圳·宝安区,3年及以上,本科,深圳市中泰安投资有限公司,金融/投资/证券,民营,少于50人,,人工智能;机器学习;深度学习;分析模型;实盘交易,
