职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
银行商户专员（双休天门）,3-5千,天门,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,带薪年假;周末双休;五险;双休;员工旅游;定期培训,机具维护;故障处理;巡检;团建活动;上不封顶,对接银行
银行理财顾问,1.2-1.5万,上海·徐汇区,3年及以上,大专,上海川禾电子商务有限公司,互联网/电子商务,民营,50-150人,内部培训;五险一金;员工旅游,计算机;办公软件;财务;转账;存款;财务规划;查询,金融 银行 金融政策
广发银行理财经理,1.2-2万,上海·浦东新区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,保险,数据分析;推广;资格证书,销售 市场推广 金融行业 金融产品 金融机构 销售方案 营销活动策划
上海银行客户经理（张家港）,8千-1.5万,张家港,1年及以上,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,汽车分期;家装分期;信用卡;大额分期,银行 营销推广 渠道拓展
国有银行信用卡催收8-15k,8千-1.5万,武汉·洪山区,1-3年,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;缴纳五险;培训;带薪年假;年终奖金;绩效奖金;项目奖金,客户沟通;催收;电销;底薪,银行外呼
银行融资专员,1-2万,深圳·福田区,无需经验,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,专业培训;节日福利;周末双休;通讯补贴;餐饮补贴,弹性工作;全勤奖,
银行账单分期客服（保底5000成都）,9千-1.5万,成都·青羊区,无需经验,中技/中专,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,五险一金;带薪年假;带薪培训;节日福利;餐补;专业培训;假日福利;高额提成,无责底薪;定期团建;月休6天,
银行信用卡销售（太仓）,6千-1.2万,太仓,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,零售信用卡;发卡;面销;地推,银行 营销推广 渠道拓展
银行驻点不良资产管理员,6千-1.2万,保山·隆阳区,1年及以上,中技/中专,云南硕侨科技服务有限公司,银行,民营,50-150人,社保;专业培训;年终奖;生日福利,客户沟通;经济;法律;催收;现场协调;外勤;团队聚餐;无责底薪,金融
银行贷款顾问,50-100万/年,深圳·福田区,1年,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,保险;周末双休;节日福利,地产;对接客户;客户咨询;融资方案;贷后服务;微商;贷前;贷中;弹性工作,银行
银行信用卡销售（苏州）,6千-1.2万,苏州·苏州工业园区,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,零售信用卡;地推;面销,银行 营销推广 销售 渠道拓展
银行文员/周末双休,4-4.2千,合肥·蜀山区,无需经验,本科,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,带薪年假;周末双休;假日福利,办公软件;运营;excel;财务;word;文职;还款;贷后检查;材料收集;坐班,银行
银行账单分期专员+高提成/五险一金,8千-1.6万,西安·雁塔区,无需经验,高中,西安鑫汇优人力资源有限公司,互联网/电子商务,民营,150-500人,技能培训;五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;员工旅游;年终奖金;假日福利;高提成,节假日,
青羊银行后台 8000+,8-9千,成都·青羊区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;节假日带薪休;带薪培训;社保,专业不限;可小白;长白班;坐班制;团队氛围好;定期团建;无责底薪,
上海银行客户经理（太仓）,8千-1.5万,太仓,1年及以上,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,汽车分期;家装分期;信用卡;客户管理;大额分期,银行 营销推广 渠道拓展
银行电话客服月休6天（岳麓区西中心）,8千-1.6万,长沙·岳麓区,无需经验,中技/中专,中融国信（北京）资产管理有限公司,金融/投资/证券,民营,1000-5000人,带薪培训;下午茶;五险;双休,计算机;办公软件;催收;协商;逾期账款催收;旅游;节假日;法定节假,银行委托
6000+银行客服/交社保,8千-1.6万,西安·雁塔区,无需经验,高中,西安鑫汇优人力资源有限公司,互联网/电子商务,民营,150-500人,五险一金;通讯补贴;餐饮补贴;交通补贴;员工旅游;绩效奖金;年终奖金,电销;互联网,银行 金融
贵宾理财经理（兴业银行）,20-40万/年,汕头,2年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金,理财规划,营销 金融 银行 金融行业 财富管理 客户服务 投资建议 交叉销售 营销方案策划
银行信用卡销售（昆山）,6千-1.2万,昆山,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,零售信用卡;发卡;面销,银行 销售 营销 营销推广 渠道拓展
银行大额理财经理,1.5-3万,上海·徐汇区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,保险;补充医疗保险,经济;市场分析;理财产品;市场动态;客户回访;理财规划方案;理财咨询服务,销售 金融 银行
银行驻点不良资产管理员,6千-1.2万,红河州·蒙自市,1年及以上,中技/中专,云南硕侨科技服务有限公司,银行,民营,50-150人,社保;专业培训;年终奖;生日福利,客户沟通;经济;法律;催收;现场协调;外勤;团队聚餐;无责底薪,金融
包河区银行分期客服保底6000以上单双休,8千-1.6万,合肥,无需经验,高中,合肥森悦人力资源管理有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,周末双休;五险一金;专业培训;节日福利;加班补贴;高温补贴;绩效奖金;做五休二,全勤奖;弹性工作,
上海银行客户经理（常熟）,8千-1.5万,常熟,1年及以上,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,汽车分期;家装分期;信用卡业务;客户管理;大额分期,银行 营销推广
银行客服专员五险一金做六休一,7.5千-1.2万,石家庄·长安区,1年及以上,中技/中专,武汉昆仑人力资源有限公司,专业服务(咨询、人力资源、财会),民营,500-1000人,交通补贴;五险一金;补贴,无责底薪;做六休一;全勤;客服;分期;电话;业务;催收;坐班,银行 销售
银行保险客户经理,4-8千,宁波·海曙区,1-3年,大专,泰康人寿保险有限责任公司宁波分公司,保险,民营,1000-5000人,培训;保险;保险产品;周末双休;商业保险,理赔;维护;续期;旅游,销售 银行 客户服务 销售支持
银行信用卡销售（常熟）,6千-1.2万,常熟,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,零售信用卡;发卡;面销,银行 销售 营销 营销推广 渠道拓展
定海某银行商户收单员,3.2-4千,舟山·定海区,无需经验,高中,浙江研通信息科技有限公司,专业服务(咨询、人力资源、财会),民营,1000-5000人,五险;绩效提成,商户维护;8小时,
银行行长,3-5万/年,杭州,3年及以上,本科,上海黄钻企业管理咨询有限公司,金融/投资/证券,民营,50-150人,五险一金;带薪年假,团队管理;运营管理;经济;风险管理;信贷,市场营销 金融 银行 客户服务 战略规划
银行信用卡销售（张家港）,6千-1.2万,张家港,无需经验,大专,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;做五休二;福利补贴,零售信用卡;发卡;地推;面销,银行 销售 渠道拓展 营销推广
银行驻点不良资产管理员,6千-1.2万,西双版纳·景洪市,1年及以上,中技/中专,云南硕侨科技服务有限公司,银行,民营,50-150人,社保;专业培训;年终奖;生日福利,客户沟通;经济;法律;催收;现场协调;外勤;团队聚餐;无责底薪,金融
数仓开发岗（银行）,8千-1.3万,福州·闽侯县,3年及以上,本科,福建罗德数字科技有限公司,计算机软件,民营,1000-5000人,五险一金;年终奖金,计算机;需求分析;项目开发;单元测试;hadoop;hive;数据仓库;大数据平台;bi报表,银行数据
银行行长,3-3.5万/年,杭州,3年及以上,本科,上海黄钻企业管理咨询有限公司,金融/投资/证券,民营,50-150人,五险一金;带薪年假;带薪病假,团队管理;市场拓展,金融 银行 金融租赁 融资租赁 商业银行 企业客户开发
银行编制理财经理（苏州）,1.5-3万,苏州·姑苏区,2年及以上,本科,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,基金保险;五险一金;绩效奖金;节日福利;专业培训,理财经理;财富业务;afp;cfp,银行 金融产品 投资理财 证券
银行客户总监,1.2-2万,上海·静安区,2年及以上,大专,上海颜惊泓企业管理有限公司,互联网/电子商务,民营,50-150人,产品培训;培训;五险一金;补充医疗保险,办公软件;管理;excel;word;经济;服务;市场动态;服务客户,金融
催收主管-银行信用卡+13薪/14薪,1-2万·14薪,武汉·洪山区,2年及以上,大专,CBC（北京）信用管理有限公司湖北分公司,金融/投资/证券,外资（欧美）,1000-5000人,培训机制;五险一金,数据分析;催收;员工活动;账款回收;部门架构;激励员工;电话催收;督导;团队业绩提升;旅游,
银行柜员（正式编制）,7千-1.2万,昆山,1年及以上,本科,苏州市新视野人力资源有限公司,外包服务,民营,5000-10000人,五险一金;专业培训;绩效奖金,柜员;现金收付;风险防控;转账结算;票据清算;存取款;反洗钱,银行 商业银行
银行保险综合金融销售高薪,15-20万/年,福州·台江区,无需经验,中技/中专,中国人寿保险股份有限公司福州分公司,保险,国企,500-1000人,周末双休;加班补贴;节日福利;专业培训,弹性工作;全勤奖,金融 银行
银行贷款顾问,50-100万/年,深圳·福田区,1年,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,保险;周末双休;节日福利,地产;对接客户;客户咨询;融资方案;贷后服务;微商;贷前;贷中;弹性工作,银行
银行保险客户经理（代理制）,1.6-2万,北京·朝阳区,无需经验,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;绩效奖金;带薪年假;保险;医疗保险,宣传;产品宣传;定期团建;津贴;佣金,客户经理
赚快米 银行分期 8000+,8千-1.2万,西安·未央区,无需经验,高中,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,社保;带薪培训,坐班;周末单休;外呼,银行资源
经开区银行客服岗位保底4500以上包住宿,6千-1.2万,合肥·经开区,无需经验,中技/中专,合肥森悦人力资源管理有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;专业培训;节日福利;加班补贴;高温补贴;绩效奖金,全勤奖;弹性工作;客服,销售
双休银行信贷专员1.8w+,1.8-3万,成都·锦江区,无需经验,中技/中专,四川锦源投资咨询有限公司,金融/投资/证券,民营,150-500人,提成奖金;员工旅游;出国机会;周末双休;年终奖金,,
银行高薪电销岗2-4W双休,2-4万,深圳·宝安区,1年及以上,大专,深圳市招联人力资源服务有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,周末双休;过节费;提成,员工食堂;免费班车;免费健身;奖金;健身房;节假日;高薪;法定节假;班车接送;佣金,
银行账单分期电话销售7000+,7千-1.2万,沈阳·浑南区,无需经验,高中,百斯特佩捷软件技术服务（辽宁省）有限公司,电子技术/半导体/集成电路,民营,未知,餐补;五险一金;带薪年假;带薪旅游;公司福利;绩效提成;培训,奖金;底薪;生日会;团建聚餐;满勤奖;环境优美,
银行融资专员,1-2万,深圳·福田区,无需经验,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,专业培训;节日福利;周末双休;通讯补贴;餐饮补贴,弹性工作;全勤奖,
国有银行项目经理（南通双休）,5千-1万,南通,3-5年,本科,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,双休,管理;项目管理;征信,银行大堂
Java开发工程师（江苏银行驻场）,1-1.5万,南京·鼓楼区,3-5年,本科,得塔云（南京）智能科技有限公司,计算机软件,民营,未知,五险一金;交通补贴;餐饮补贴;通讯补贴;绩效奖金;年终奖金;股票期权,java;软件开发;软件工程师;开发;java开发,
平安全金融—保险银行投资,1-2万,无锡·梁溪区,1年,大专,中国平安人寿保险股份有限公司无锡中心支公司,保险,民营,10000人以上,保险;补充公积金;补充医疗保险;员工旅游;出国机会;专业培训;年终奖金;绩效奖金,理财;弹性工作,证券
银行后勤人员（监控值守）,3-4.2千,兰州,无需经验,大专,成都诚银科技有限公司,金融/投资/证券,民营,50-150人,专业培训;节日福利;加班补贴;五险;周末双休;通讯补贴;定期体检;年终奖金,计算机;表格制作;团建,
银行渠道客户经理,4-8千,合肥·蜀山区,2年及以上,大专,阳光人寿保险股份有限公司合肥中心支公司,专业服务(咨询、人力资源、财会),民营,未知,绩效奖金;专业培训;年终奖金;节日福利;带薪年假;定期体检;员工旅游;周末双休;培训,弹性工作,
银行信贷专员7k+,7千-1.4万,广州·天河区,无需经验,大专,广州市融帮信息科技有限公司,金融/投资/证券,民营,少于50人,下午茶;带薪休假;年终奖;员工旅游;高提成,开发客户;无责底薪;员工生日;出国旅游;底薪;高薪,销售技巧
定海某银行商户收单员,3.2-4千,舟山·定海区,无需经验,高中,浙江研通信息科技有限公司,专业服务(咨询、人力资源、财会),民营,1000-5000人,五险;绩效提成,商户维护;8小时,
银行保险客户经理（外勤 代理制）,1.5-3万,北京·朝阳区,1年及以上,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,银行保险;保险;带薪年假;绩效奖金,理财经理;银保;银保渠道;定期团建,客户经理 渠道销售 银行
10K+高薪 银行催收专员 五险一金,8千-1.2万,南宁,1年及以上,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,五险一金;带薪年假;年终奖金;绩效奖金;项目奖金,催收;外呼客服;多劳多得;高薪;底薪;月休6天,电话销售
银行电话催收客服/保底4000/住宿,8千-1.6万,武汉·东西湖区,无需经验,,湖北金霖兴信用管理有限公司,外包服务,民营,50-150人,五险;生日福利;五险一金;专业培训;绩效奖金;提成;假日福利,处理账单;包住宿;奖金;工龄工资;住宿;底薪,
银行信贷助理薪资4.5K+优质客户,6千-1.2万,广州·天河区,1年及以上,大专,广州杰盈按揭服务有限公司,金融/投资/证券,民营,50-150人,五险一金;员工旅游;交通补贴;通讯补贴;专业培训;绩效奖金;年终奖金,贷款;信贷;审核放款,金融产品 电话销售
银行官方催收+周末双休,8千-1.2万·13薪,长沙·岳麓区,1年及以上,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;周末双休;餐补;绩效奖金;节日福利;带薪年假;餐饮补贴,催收;法休;手机自由;管理松,银行
国有银行项目经理（南通双休）,5千-1万,南通,3-5年,本科,长沙惠邦网络科技有限公司,银行,民营,1000-5000人,双休,管理;项目管理;征信,银行大堂
银行渠道客户经理,4-8千,合肥·蜀山区,2年及以上,大专,阳光人寿保险股份有限公司合肥中心支公司,专业服务(咨询、人力资源、财会),民营,未知,绩效奖金;专业培训;年终奖金;节日福利;带薪年假;定期体检;员工旅游;周末双休;培训,弹性工作,
银行信贷开发经理,7-9千,杭州·拱墅区,3年及以上,大专,浙房理（杭州）房产营销有限公司,房地产,民营,50-150人,绩效奖金;专业培训,业务拓展;商务接待;放款;抵押;商务拓展;规避风险;过桥;续贷;弹性工作,银行 拓展银行
银行文员客服不加班-广州,4.5-6千,广州·越秀区,无需经验,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,带薪培训;五险一金;带薪年假;不加班;生日福利;培训,多劳多得;食堂;聚餐;生日会;上不封顶;客户咨询,
银行贷款顾问/年入百万,2-3万,深圳·福田区,无需经验,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,保险;专业培训;年终奖金,地产;客户咨询;融资方案;微商;分析客户;二次成交;贷款;融资;弹性工作,银行
银行对公业务高级客户经理 ID192527,1.6-2.5万,石家庄,5年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金,尽职调查;维护客户关系;客户资源;市场开拓;内审;反洗钱;内控管理;诉讼保全;合规检查,金融产品
授信审批岗（银行 13薪）,1.6-3.2万·13薪,上海·浦东新区,3年,本科,猎创企聘（四川）科技有限公司,贸易/进出口,民营,未知,,档案管理;经济;贷后检查;风险防控;授信方案;产业政策;风险审核,金融 银行 行业政策
赚快米 银行分期 8000+,8千-1.2万,西安·未央区,无需经验,高中,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,社保;带薪培训,坐班;周末单休;外呼,银行资源
汉阳1.5W+正规银行贷款客户经理,1.5-3万,武汉·汉阳区,1年,高中,武汉绿码信息咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,单双休+社保;节日福利;全勤+五险;下午茶+聚餐;不加班;带薪年假;下午茶,生日礼品;电话客服,销售
理财经理（银行渠道）,6-8.8千,北京·东城区,2年及以上,大专,同方全球人寿保险有限公司北京分公司,保险,合资,500-1000人,五险一金;绩效奖金;员工旅游;带薪年假;餐饮补贴;周末双休;节日福利;定期体检,定期团建;试用期全额,
银行保险客户经理（代理制）,1.6-2万,北京·朝阳区,无需经验,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;绩效奖金;带薪年假;保险;医疗保险,宣传;产品宣传;定期团建;津贴;佣金,客户经理
保险公司银行渠道经理,3.5-6千,昆明·五华区,无需经验,大专,云南银华企业管理咨询有限责任公司,专业服务(咨询、人力资源、财会),民营,1000-5000人,保险;周末双休;培训;专业培训,渠道经理;朝九晚五;上不封顶;节假日;法定节假;晋升通道,
线上面试 双休7200银行,6.8-9千,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;带薪年假;带薪休假;双休;带薪培训;不加班;下午茶;餐补;假日福利,坐班;节假日;行政班;无需外出,
经开区银行客服岗位保底4500以上包住宿,6千-1.2万,合肥·经开区,无需经验,中技/中专,合肥森悦人力资源管理有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;专业培训;节日福利;加班补贴;高温补贴;绩效奖金,全勤奖;弹性工作;客服,销售
银行保险综合金融销售高薪,15-20万/年,福州·台江区,无需经验,中技/中专,中国人寿保险股份有限公司福州分公司,保险,国企,500-1000人,周末双休;加班补贴;节日福利;专业培训,弹性工作;全勤奖,金融 银行
银行账户专员-外包，财务共享中心，外资,5.5-6千·13薪,天津·北辰区,2-3年,本科,上海鸿才金仕商务咨询有限公司,专业服务(咨询、人力资源、财会),民营,少于50人,五险一金;补充医疗保险;年终奖金;绩效奖金,,
银行客服长白班包吃住,4-7.5千,宁波·余姚市,无需经验,中技/中专,武汉昆仑人力资源有限公司,专业服务(咨询、人力资源、财会),民营,500-1000人,五险一金;五险;带薪病假;带薪年假;年终奖金;专业培训;定期体检;零食下午茶,包吃住;长白班;八小时,银行客服
银行分期电话客服坐席前两个月保底5000,8千-1.5万,合肥·瑶海区,无需经验,中技/中专,合肥森悦人力资源管理有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,周末双休;五险一金;专业培训;节日福利;加班补贴;高温补贴;绩效奖金;做五休二,全勤奖;弹性工作;客服;前台,
银行文员/周末双休,4-4.2千,合肥·蜀山区,无需经验,本科,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,带薪年假;周末双休;假日福利,办公软件;运营;excel;财务;word;文职;还款;贷后检查;材料收集;坐班,银行
汉阳1.5W+正规银行贷款客户经理,1.5-3万,武汉·汉阳区,1年,高中,武汉绿码信息咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,单双休+社保;节日福利;全勤+五险;下午茶+聚餐;不加班;带薪年假;下午茶,生日礼品;电话客服,销售
银行驻点不良资产管理员,6千-1.2万,红河州·蒙自市,1年及以上,中技/中专,云南硕侨科技服务有限公司,银行,民营,50-150人,社保;专业培训;年终奖;生日福利,客户沟通;经济;法律;催收;现场协调;外勤;团队聚餐;无责底薪,金融
线上面试 双休7200银行,6.8-9千,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,五险一金;带薪年假;带薪休假;双休;带薪培训;不加班;下午茶;餐补;假日福利,坐班;节假日;行政班;无需外出,
银行保险营业区总监,3-5万,宁波·海曙区,5-10年,大专,泰康人寿保险有限责任公司宁波分公司,保险,民营,1000-5000人,保险,,
催收主管-银行信用卡+13薪/14薪,1-2万·14薪,武汉·洪山区,2年及以上,大专,CBC（北京）信用管理有限公司湖北分公司,金融/投资/证券,外资（欧美）,1000-5000人,培训机制;五险一金,数据分析;催收;员工活动;账款回收;部门架构;激励员工;电话催收;督导;团队业绩提升;旅游,
银行+试用期保底5000+住宿,8千-1.6万,西安,无需经验,高中,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,带薪年假;社保;带薪培训;提成,岗位晋升;长白班;法定假日;晋升渠道;晋升;早九晚六;提供宿舍;发展空间;住宿,
银行官方催收+周末双休,8千-1.2万·13薪,长沙·岳麓区,1年及以上,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;周末双休;餐补;绩效奖金;节日福利;带薪年假;餐饮补贴,催收;法休;手机自由;管理松,银行
银行保险渠道经理（代理制）,1.9-3.5万,北京·朝阳区,5年及以上,本科,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;保险,业务辅导;目标管理;团队建设;品质管理;业务推动;业务考核;定期团建,销售 银行渠道 销售活动
国内外双上市银行贷款电话客服,100元/天,湖州·吴兴区,无需经验,高中,上海裕杰信息科技有限公司,金融/投资/证券,民营,150-500人,,,
（五险一金）广发银行接听客服,7-8千,长沙·岳麓区,无需经验,大专,兄弟连供应链管理（天津）有限公司,新能源,民营,10000人以上,带薪年假;交通补贴;五险一金;夜班补贴;年终奖励;五险;绩效奖金;项目奖金,法定节假;上五休二;团队活动;节假日,
银行文员客服不加班-广州,4.5-6千,广州·越秀区,无需经验,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,带薪培训;五险一金;带薪年假;不加班;生日福利;培训,多劳多得;食堂;聚餐;生日会;上不封顶;客户咨询,
银行接听客服 月薪7K+五险一金+双休,7千-1.2万,昆山,无需经验,大专,昆山瀚海信息科技有限公司,计算机软件,合资,500-1000人,五险一金;绩效奖金;员工旅游;专业培训;餐饮补贴;交通补贴,弹性工作;免费班车;包住;节假日放假,
银行保险经理,1.5-3万,上海·杨浦区,2年及以上,大专,中国人寿保险股份有限公司上海市黄浦支公司,保险,民营,5000-10000人,银行保险销售;保险;补充医疗保险;员工旅游,经济;市场动态,销售 市场营销 分析销售 销售策略 金融
银行贷款顾问/年入百万,2-3万,深圳·福田区,无需经验,高中,深圳市金裕瑞辰信息咨询有限公司,计算机软件,民营,未知,保险;专业培训;年终奖金,地产;客户咨询;融资方案;微商;分析客户;二次成交;贷款;融资;弹性工作,银行
银行对公业务高级客户经理 ID192527,1.6-2.5万,石家庄,5年及以上,本科,东亚银行（中国）有限公司,银行,外资（非欧美）,1000-5000人,五险一金,尽职调查;维护客户关系;客户资源;市场开拓;内审;反洗钱;内控管理;诉讼保全;合规检查,金融产品
银行保险部负责人(J17050),1.8-2.5万,成都·武侯区,5-10年,本科,前海人寿保险股份有限公司四川分公司,保险,民营,150-500人,保险;五险一金;节日福利,管理;经济;关系维护;人才培养;业务管理;目标管理;银保;渠道开拓,金融
项目经理-银行网点辅导咨询类,1-1.4万,深圳·龙岗区,2-3年,本科,深圳市创银嘉信企业管理咨询有限公司,教育/培训/院校,民营,50-150人,培训,厅堂服务提升;财富团队培养;私行能力提升;星级百千佳;网点辅导咨询;银保业务提升;奖金;底薪,银行产能辅导
银行保险储备HWP（健康财富规划师),6千-1万,宁波·海曙区,3-5年,大专,泰康人寿保险有限责任公司宁波分公司,保险,民营,1000-5000人,培训;保险产品;保险销售;保险;业务提成,理赔;维护;续期;生日礼品,销售 客户服务 销售支持 寿险营销
授信审批岗（银行 13薪）,1.6-3.2万·13薪,上海·浦东新区,3年,本科,猎创企聘（四川）科技有限公司,贸易/进出口,民营,未知,,档案管理;经济;贷后检查;风险防控;授信方案;产业政策;风险审核,金融 银行 行业政策
银行账单分期专员五险一金7000+,7千-1.2万,长春·南关区,无需经验,高中,百斯特佩捷软件技术服务（辽宁省）有限公司,电子技术/半导体/集成电路,民营,未知,五险一金;带薪年假;培训;带薪旅游;绩效提成,奖金;提供住宿;满勤奖;生日会;底薪;团建聚餐;无需外出;晋升,
银行信用卡升级、分期客服,1-2万,深圳·南山区,无需经验,,上海志行合力网络技术有限公司,通信/电信运营、增值服务,民营,1000-5000人,五险一金;员工旅游;绩效奖金,额外奖金;不定时团建;电脑打字;卡片升级;在线成交;电话客服;信用卡分期,银行客服
天府四街 7200 双休/银行,5-7.5千,成都·武侯区,无需经验,大专,四川泰盈科技有限公司,计算机软件,民营,未知,带薪年假;带薪休假;五险一金;双休;带薪培训;餐补;假日福利;购买五险,提供住宿;行政班;工作简单;无需外出,
银行电销客服,8千-1万,上海,1年及以上,大专,信雅达（杭州）计算机服务有限公司,贸易/进出口,已上市,5000-10000人,带薪年假;带薪培训;绩效奖金;不加班;五险一金;生日福利;周末双休;员工福利,上市企业;工作稳定;法定节假,
广州/银行热线接听客服/双休,4-8千,广州,无需经验,大专,京北方信息技术股份有限公司BPO,计算机服务(系统、数据服务、维修),民营,10000人以上,五险一金;下午茶;生日福利;带薪年假;培训;补贴,季度奖;生日会;季度奖金;上不封顶;底薪;上五休二;聚餐,
平安银行理财主管,1-2万,成都·武侯区,1年及以上,大专,中国平安人寿保险股份有限公司四川分公司,保险,民营,10000人以上,周末双休;保险;业务提成;管理培训;意外保险;医疗保险;员工福利;补贴;晋升空间,奖金;晋升机会;底薪;晋升,
民治地铁站+高薪银行客服,8千-1.6万,深圳·龙华区,无需经验,中技/中专,上海志行合力网络技术有限公司,通信/电信运营、增值服务,民营,1000-5000人,五险一金;补充公积金;年终奖金;培训,免费班车;精准客户,
（五险一金）广发银行招客服文员,6-7千,长沙·岳麓区,无需经验,大专,兄弟连供应链管理（天津）有限公司,新能源,民营,10000人以上,五险一金;带薪年假;交通补贴;夜班补贴;年终奖励;五险;绩效奖金;项目奖金,上五休二;团队活动;节假日;法定节假,
银行电销组长（五险一金）,1-1.3万·13薪,重庆·渝北区,3年及以上,大专,银雁科技服务集团股份有限公司,金融/投资/证券,民营,10000人以上,缴纳五险;员工培训;五险一金;带薪年假;节日福利;双休;午餐补助,十三薪;上不封顶;电销团队管理;电销组长,
银行保险顾问经理,1-2万,沈阳,1年及以上,大专,泰康养老保险股份有限公司辽宁分公司,保险,民营,10000人以上,保险;保险行业;保险产品;年终奖金;补充医疗保险,推广,销售 市场营销 金融 客户关系 客户服务 二次销售
银行保险营业经理（代理制）,1.6-2.5万,北京·朝阳区,2年及以上,大专,中意人寿保险有限公司北京分公司,保险,合资,150-500人,培训;团队培训;培训辅导;培训课程开发;保险,团队建设;日常管理;业务追踪;业务辅导;考核;管理津贴,销售
项目经理-银行网点辅导咨询类,1-1.4万,深圳·龙岗区,2-3年,本科,深圳市创银嘉信企业管理咨询有限公司,教育/培训/院校,民营,50-150人,培训,厅堂服务提升;财富团队培养;私行能力提升;星级百千佳;网点辅导咨询;银保业务提升;奖金;底薪,银行产能辅导
光大银行业务总监,2-4万,广州,3年及以上,大专,中国平安人寿保险股份有限公司广东分公司,保险,民营,500-1000人,生日福利;社保;保险;节日津贴;培训,发展平台;津贴;职业发展;团队建设,
江苏分公司-银行保险部-业务推动室-培训管理岗,8千-1万,南京·秦淮区,1年及以上,本科,百年人寿保险股份有限公司江苏分公司,保险,民营,500-1000人,培训;保险;培训规划;绩效面谈;五险一金;绩效奖金,银保渠道;企划督导;追踪管理;寿险行业;体系建设,金融
银行+试用期保底5000+住宿,8千-1.6万,西安,无需经验,高中,广东鸿联九五信息产业有限公司,外包服务,国企,10000人以上,带薪年假;社保;带薪培训;提成,岗位晋升;长白班;法定假日;晋升渠道;晋升;早九晚六;提供宿舍;发展空间;住宿,
综合金融专员（保险+银行+投资）,20-35万/年,成都·锦江区,2年及以上,本科,中国人寿保险股份有限公司成都市分公司滨江营销服务部,保险,国企,10000人以上,保险;培训,弹性工作;上不封顶;出国旅游;发展空间;佣金;高薪;8小时,
