职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
宜兴-证券事务专员,5-9千·14薪,无锡·宜兴市,1年,本科,无锡帝科电子材料股份有限公司,原材料和加工,民营,150-500人,,会计;法律法规;投行;法律;公司法;经济;披露,金融 证券法规 上市公司
投资助理,8千-1.2万,北京·朝阳区,在校生/应届生,硕士,中国检验认证集团测试技术有限公司,检测，认证,国企,少于50人,绩效奖金;专业培训,管理;尽职调查;经济;理工;计划执行;分析行业信息,金融 研究报告 投资项目 投资方案设计
投资总监,50-60万/年,深圳·福田区,8年及以上,硕士,广东红墙新材料股份有限公司,建筑/建材/工程,已上市,500-1000人,五险一金;绩效奖金;年终奖金;定期体检;餐饮补贴,数据分析;谈判;尽职调查;后期服务;生物医药;并购,投资
行业咨询师-绍兴分公司,18-25万/年,绍兴,3年及以上,本科,中国电信股份有限公司浙江分公司,通信/电信运营、增值服务,国企,5000-10000人,五险一金;带薪年假;节日福利,计算机;机械;项目管理;自动化;招投标;电气;投标;方案设计;数学,销售
智投-生命科学产业研究与招商岗,7千-1.1万,三亚·崖州区,无需经验,本科,三亚科城教育有限公司,专业服务(咨询、人力资源、财会),国企,少于50人,培训,咨询;合同签订;生命科学;英文;业务拓展;学生干部;投行;招商引资;维护客户资源;拓展招商渠道,
投资管理,1-2万·15薪,深圳·福田区,3年及以上,本科,深圳市福田产业投资服务有限公司,金融/投资/证券,国企,150-500人,五险一金;带薪年假;绩效奖金,财务;尽职调查;经济;cfa;投后管理;可行性分析;cpa,金融 投资 股权投资
机构业务中心-金融机构部-机构业务岗G01320,1.3-2.5万,上海·浦东新区,2年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,保险;五险一金;补充医疗保险;补充公积金;补充企业年金;专业培训,英语环境,
投资者关系,3.5-5.5万·16薪,宁波·鄞州区,3年及以上,本科,奥克斯空调股份有限公司,多元化业务集团公司,民营,10000人以上,五险一金;定期体检,证券从业资格;财务;英语;经济;交易策略;市场咨询;决策支持,金融 路演 资本市场
理财经理,2-3万,东莞,2年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,培训,资产配置;赎回;理财产品购买,金融行业 客户服务 投资组合分析
投研总监(004754),1.5-2万,济南·历下区,8年及以上,硕士,东阿阿胶股份有限公司,制药/生物工程,已上市,5000-10000人,,药学;证券从业资格;医学;生物学;医药行业;化学;尽职调查;药品研发;可行性研究,资本市场
行业研究员/股票研究员,5千-1万,上海,无需经验,本科,上海元涞私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,基金产品,研究报告 投资 股票投资 个股研究报告 价值投资
投行分析师,1-1.5万,上海·虹口区,1-3年,本科,上海鼎泰信诚投资咨询有限公司,金融/投资/证券,外资（欧美）,少于50人,五险一金;专业培训;绩效奖金,数据分析;审计;咨询;office;ai;业务拓展;投行;新能源;股权激励,金融 ipo
投行—承做岗,1.5-2.5万,上海·浦东新区,2年及以上,硕士,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,培训,尽职调查;cpa;现场协调;项目负责人;项目建议书;再融资;律师资格证;申报;产品方案设计,并购重组
培训生,8千-1.2万,青岛·市南区,在校生/应届生,本科,中信证券（山东）有限责任公司青岛分公司,金融/投资/证券,国企,50-150人,定期体检;餐饮补贴;带薪年假,基金,证券投资 证券行业 金融产品销售 投融资 客户开发服务 金融服务
投资银行部项目经理（中级）(000584),1.5-2.5万,北京·东城区,6年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;保荐代表人;财务尽调;券商投行;法律核查;考核;申报材料撰写;创新业务,
战略投研部投资经理,1.5-2.5万,深圳·福田区,3年及以上,硕士,惠州亿纬锂能股份有限公司,新能源,已上市,10000人以上,五险一金;年终奖金;带薪年假;节日福利;周末双休,新能源行业;财务模型搭建;新能源,投资研判 投资分析报告
溪牛投资管理（北京）有限公司招聘-股票交易员,1-2万,深圳·福田区,无需经验,硕士,溪牛投资管理（北京）有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;补充公积金,股票交易,
经营副总,1.5-2万,杭州·拱墅区,10年及以上,本科,硕谷昊天建设（杭州）有限公司,建筑/建材/工程,民营,少于50人,绩效奖金,谈判;团队管理;市场调研;建筑行业;工商管理;关系维护;业务管理;风险管控;招投标管理;综合管理,
银行理财经理,35-40万/年,惠州,2年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,节日福利,业务咨询;处理客户投诉;理财规划;控制风险;收集客户,金融 银行 营销策划 营销服务 宣传营销
投资银行部项目经理（中级）(000584),1.5-2.5万,深圳·福田区,6年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;保荐代表人;财务尽调;券商投行;法律核查;考核;申报材料撰写;创新业务,
证券投资顾问,8千-1.2万,江门,无需经验,本科,招商证券股份有限公司江门白沙大道东证券营业部,金融/投资/证券,已上市,5000-10000人,绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;通讯补贴;带薪年假;节日福利;周末双休;高温补贴,,
投资部-部门负责人（兴泰创投）,,合肥·蜀山区,5年及以上,本科,合肥兴泰金融控股（集团）有限公司,金融/投资/证券,国企,未知,,管理;医疗器械;尽职调查;生物医药;可行性分析;交易架构;协议签署;增值服务;股权,投资建议书
投行—承做岗,1.5-2.5万,上海·浦东新区,2年及以上,硕士,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,培训,尽职调查;cpa;现场协调;项目负责人;项目建议书;再融资;律师资格证;申报;产品方案设计,并购重组
物业客服主管,6-6.5千,昆山,5年及以上,大专,上海上坤物业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;餐饮补贴;带薪年假;绩效奖金;节日福利;专业培训;通讯补贴;交通补贴;五险,客户接待;物业管理,
投资银行部项目经理（高级）(000635),1.5-2.5万,上海·浦东新区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;客户沟通;维护客户关系;客户资源;cpa;持续督导;注册会计师;团队建设,金融机构 ipo
投行项目经理,1.4-2万,上海·虹口区,3-5年,本科,上海鼎泰信诚投资咨询有限公司,金融/投资/证券,外资（欧美）,少于50人,五险一金;绩效奖金;专业培训;补充医疗保险;带薪假期,中概股;NASDAQ;NYSE;股权激励;底薪;职业发展,
财富顾问,7.9千-1万,广州·天河区,无需经验,本科,招商证券股份有限公司广州天河君茂广场证券营业部,金融/投资/证券,已上市,150-500人,,,
投资经理,8千-1.6万,武汉·江汉区,5年及以上,本科,武汉星汉无限创业投资合伙企业（有限合伙）,计算机软件,民营,未知,,底薪,
投资经理,2.5-3万,武汉·洪山区,3年及以上,本科,四川新南泰企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,未知,,项目管理;尽职调查;理工科;审批;行业研究;新能源;pe;可行性研究,金融 股权投资
投资总监--国际投资公司,3-4.5万,广州·白云区,5年及以上,本科,广州白云产业投资集团有限公司,多元化业务集团公司,国企,500-1000人,定期体检;五险二金,期货;基金;经济;资产管理;私募基金;员工食堂,金融 银行 金融机构 投资建议
投资银行部项目经理（中级）(000584),1.5-2.5万,深圳·福田区,6年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;保荐代表人;财务尽调;券商投行;法律核查;考核;申报材料撰写;创新业务,
投行助理,7-8千,上海·青浦区,无需经验,本科,金松资本管理有限公司,金融/投资/证券,民营,少于50人,五险一金;带薪年假;员工旅游;年终奖金;定期体检;交通补贴,,
投资经理,1.5-2.5万,深圳·龙华区,3年及以上,本科,深圳市利和兴股份有限公司,机械/设备/重工,已上市,500-1000人,五险一金;员工旅游;带薪年假;节日福利,半导体;自动化;新能源;新材料;机器人;并购,投资
投行经理（本硕211/985）-国企直签,2-3.5万,北京·西城区,2年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,培训,数据分析;谈判;ppt;通信;方案设计;ai;理工科;雅思;生物医药;托福;全职;新能源;能力优先,
投资银行部项目经理（中级）(000584),1.5-2.5万,北京·东城区,6年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;保荐代表人;财务尽调;券商投行;法律核查;考核;申报材料撰写;创新业务,
投融资协同经理,1.3-1.8万,南京·建邺区,1年及以上,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,五险一金,办公软件;基金;cfa;cpa;公文写作;现场执行;会计师事务所;基金管理;推介,证券从业
投行业务岗,,南京·建邺区,5年及以上,硕士,江苏农村商业联合银行股份有限公司,银行,国企,未知,,,
投资经理/研究员,1-2万,杭州,2年及以上,硕士,万向创业投资股份有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;定期体检;餐饮补贴,,投资经理 金融
投资银行部项目经理（中级）(000584),1.5-2.5万,上海,6年及以上,本科,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;保荐代表人;财务尽调;券商投行;法律核查;考核;申报材料撰写;创新业务,
投资经理岗（巨石创投）(J10890),1.5-2.5万,南京·玄武区,3年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;定期体检;年终奖金;餐饮补贴;交通补贴;带薪年假;节日福利;补充医疗保险;周末双休,新能源,
投资者关系管理,1.2-2.4万·13薪,宁波·镇海区,3年及以上,本科,浙江夏厦精密制造股份有限公司,机械/设备/重工,已上市,1000-5000人,,办公软件;机械;财务;汽车;市场分析;法律;理工;英文;市场拓展,金融 上市公司
FA投资者关系经理（IRM）,8千-1.5万,成都,2年及以上,本科,四川西部融资服务中心,金融/投资/证券,民营,50-150人,,财务;基金;经济;法律;投行;pe;fa,金融 投资 投融资
投资银行部二级部门负责人(000583),1.5-2.5万,北京·东城区,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
投资经理(J10890),2.5-3万,南京·玄武区,3年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;定期体检;年终奖金;餐饮补贴;交通补贴;带薪年假;节日福利;补充医疗保险,工科;新能源,
投资并购经理,1.2-2.4万,无锡·新吴区,3年及以上,硕士,无锡市高新区创业投资控股集团有限公司,金融/投资/证券,国企,50-150人,五险一金;带薪年假;年终奖金,谈判;半导体;尽职调查;生物医药;法律法规;私募;cpa;投行;项目立项,股权投资
股权投资岗,1-2万,深圳·福田区,3年及以上,本科,国建鹏城（深圳）投资有限公司,金融/投资/证券,民营,150-500人,五险一金;补充医疗保险;通讯补贴;定期体检;专业培训,,
综合财富管理投资顾问,6千-1.1万,北京·海淀区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,,,上市公司
投资管理师,8千-1.2万·13薪,芜湖,2年及以上,本科,芜湖造船厂有限公司,机械/设备/重工,国企,5000-10000人,五险一金;定期体检;绩效奖金;年终奖金;专业培训;餐饮补贴;通讯补贴,财务建模;MBA,投资分析 投资项目
投行业务管理部-合规岗(J10174),1.2-1.8万,武汉·江岸区,3年及以上,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,内部培训,法律;cpa;投行;承销;合规管理;司法考试;监管报表;利益冲突管理;监管检查,金融
财富顾问,15-30万/年,上海,无需经验,本科,招商证券股份有限公司上海世纪大道证券营业部,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;通讯补贴;带薪年假,资产配置,投资顾问 证券咨询
综合财富管理投资顾问,1.5-1.8万,北京·西城区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,,,上市公司
投资专员,8千-1.2万·13薪,福州·鼓楼区,2年及以上,硕士,福建省电子信息产业股权投资管理有限公司,金融/投资/证券,国企,少于50人,五险一金;周末双休,办公软件;微电子;尽职调查;经济;软件;资产管理;cfa,金融 客户关系 投资
投行业务管理部-合规岗(J10174),1-1.8万,上海·浦东新区,3年及以上,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,,,
投资经理(J10050),2-3万,上海·杨浦区,5年及以上,本科,上海精智实业股份有限公司,汽车,民营,500-1000人,五险一金;定期体检;年终奖金;节日福利;周末双休,尽调;商务谈判;法务,投资经理 投资方案设计 投资者关系
投资经理,15-23万/年,成都,3年及以上,硕士,四川中物创业投资有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,免费班车;弹性工作,
投资关系经理,1-1.5万,成都·武侯区,2年及以上,本科,四川西部融资服务中心,金融/投资/证券,民营,50-150人,,财务;基金;经济;法律;投行;pe;fa,金融 投资 投融资 上市公司
投融资经理,2-3万,广州,3年及以上,本科,中国秦发集团,多元化业务集团公司,民营,1000-5000人,五险一金;补充医疗保险,谈判签约;英语;尽职调查;经济;私募基金;交易结构设计;项目融资,金融 银行 金融机构
投行分析师（可远程）,6-8千,上海·浦东新区,无需经验,本科,上海海屿创晟教育科技有限公司,金融/投资/证券,合资,10000人以上,,,
投行业务经理（上海分公司）,7千-1.4万,上海·虹口区,2年及以上,本科,国投证券股份有限公司上海分公司,计算机软件,外资（欧美）,5000-10000人,五险一金;绩效奖金;年终奖金;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;带薪年假;补充公积金;企业年金,团队建设,
投资银行产品经理,,成都,3年及以上,硕士,中信银行股份有限公司成都分行,银行,国企,1000-5000人,带薪年假;五险二金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,法定节假日,商业银行 银行正编机会
投行业务经理（上海分公司）,7千-1.4万,上海·虹口区,2年及以上,本科,国投证券股份有限公司上海分公司,计算机软件,外资（欧美）,5000-10000人,五险一金;绩效奖金;年终奖金;餐饮补贴;补充医疗保险;通讯补贴;交通补贴;带薪年假;补充公积金;企业年金,团队建设,
投资银行产品经理,,成都,3年及以上,硕士,中信银行股份有限公司成都分行,银行,国企,1000-5000人,带薪年假;五险二金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,法定节假日,商业银行 银行正编机会
财富顾问,15-30万/年,上海,无需经验,本科,招商证券股份有限公司上海世纪大道证券营业部,金融/投资/证券,国企,10000人以上,绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;补充医疗保险;通讯补贴;带薪年假,资产配置,投资顾问 证券咨询
投后管理岗,1.6-2万,南京·建邺区,3-5年,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,,创投;私募基金;国有企业,股权投资
财富顾问,7.9千-1万,广州·天河区,无需经验,本科,招商证券股份有限公司广州天河君茂广场证券营业部,金融/投资/证券,已上市,150-500人,,,
投行分析师（可远程）,6-8千,上海·浦东新区,无需经验,本科,上海海屿创晟教育科技有限公司,金融/投资/证券,合资,10000人以上,,,
投资经理,1.2-1.8万·13薪,福州·鼓楼区,3年及以上,硕士,福建省电子信息产业股权投资管理有限公司,金融/投资/证券,国企,少于50人,定期体检;绩效奖金,办公软件;微电子;尽职调查;经济;软件;资产管理;cfa,金融 客户关系 投资 上市公司
投资经理,1.5-1.7万,北京,3年及以上,硕士,北京翠微私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;补充医疗保险;员工旅游;餐饮补贴,可行性分析;市场研究;项目评审;谈判,投资 项目投资 金融 投资实施
投资经理,1.2-2.4万,无锡·新吴区,3年及以上,硕士,无锡市高新区创业投资控股集团有限公司,金融/投资/证券,国企,50-150人,五险一金;带薪年假;绩效奖金;专业培训,计算机;电子;财务;谈判;尽职调查;法律;cpa;尽调,金融 投资
财务总监,2.5-5万,苏州·吴中区,10年及以上,本科,晶瑞电子材料股份有限公司,电子技术/半导体/集成电路,民营,500-1000人,,,上市公司
私募股权基金投资经理,8千-1.2万,大连·沙河口区,3年及以上,本科,大连市南禾麟贸易有限公司,贸易/进出口,民营,未知,,投后管理,投资 投资分析 金融
投资经理,1-2万,北京,2年及以上,本科,青岛金玉浑璞私募基金管理合伙企业（有限合伙）,金融/投资/证券,民营,少于50人,五险一金;员工旅游;周末双休,,股权投资 投资报告
投资经理,1.2-2.4万,无锡·新吴区,3年及以上,硕士,无锡新投金石创业投资管理有限公司,金融/投资/证券,国企,少于50人,五险一金;餐饮补贴;专业培训;各项补贴;节日福利,免费住宿;品牌工装;多彩活动,
投标主管,8千-1万,合肥·蜀山区,3年及以上,本科,安徽创兴食品有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;年终奖金,管理;数据分析;投标;行政管理;工商管理;市场调查;文案撰写;方案讲解;投标策略,市场营销
投融资主管,1-1.5万,合肥·高新区,3-5年,硕士,合肥利夫生物科技有限公司,石油/化工/矿产/地质,民营,150-500人,,市场分析,金融 行业分析 上市公司
投资关系管理,8千-1万,成都·武侯区,5年及以上,本科,四川西部融资服务中心,金融/投资/证券,民营,50-150人,,财务;经济;投行;pe;fa;渠道资源;优质企业,金融 投资 投融资 投资逻辑 上市公司
投资并购经理,1.2-2.4万,无锡·新吴区,3年及以上,硕士,无锡新投金石创业投资管理有限公司,金融/投资/证券,国企,少于50人,五险一金;带薪年假;年终奖金;绩效奖金;专业培训;定期体检;通讯补贴;交通补贴,免费工作餐;定期团建,
投资运营部部长,13-19万/年,九江,3年及以上,本科,赣江新区创新产业投资有限公司,金融/投资/证券,民营,50-150人,五险一金;餐饮补贴;带薪年假;周末双休;高温补贴;做五休二;节假日福利,团队建设,
物业招投标兼品质专员,4-5千,武汉·江岸区,2年及以上,大专,武汉百步亭花园物业管理有限公司,物业管理/商业中心,民营,500-1000人,带薪年假;五险,物业管理;招投标;投标;行政管理;技术方案;开标;法律法规;管理评审;现场踏勘,市场营销
投标专员,6-8千,合肥·蜀山区,1年及以上,大专,安徽创兴食品有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;带薪年假,工程管理;招投标;投标;行政管理;工商管理;开标;法律法规;投标项目;招投标流程,市场营销
招投标专员/主管,5-8千,苏州·虎丘区,1年及以上,大专,苏州天一信德环保科技有限公司,环保,民营,50-150人,五险一金;绩效奖金,办公软件;excel;word;ppt;招投标;投标;行政管理;数据统计;信息收集,市场营销
综合财富管理投资顾问(J14189),1-2万,杭州·上城区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;补充医疗保险;餐饮补贴;绩效奖金;专业培训;定期体检;培训,,上市公司
投标专员,6-8千,合肥·蜀山区,1年及以上,大专,安徽创兴食品有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;带薪年假,工程管理;招投标;投标;行政管理;工商管理;开标;法律法规;投标项目;招投标流程,市场营销
投资/理财顾问,1-2万,北京·密云区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;专业培训;定期体检,财务;法律;市场开拓;资产配置;资管;投行,营销 金融 客户服务
集团战略部发展研究中心产业研究组组长,40-50万/年,北京·朝阳区,5年及以上,本科,中粮集团有限公司,多元化业务集团公司,国企,10000人以上,,食品;经济;市场分析;分析报告;投行;贸易;农业;公文,金融 战略规划
综合财富管理投资顾问,,中山·东区,2年及以上,本科,中国中金财富证券有限公司,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;专业培训;定期体检;餐饮补贴;带薪年假;周末双休,,上市公司
投融资管理（三清山海公司）,7-9万/年,上饶·德兴市,5年及以上,本科,江西文化演艺发展集团有限责任公司,影视/媒体/艺术/文化传播,国企,1000-5000人,五险一金;绩效奖金;年终奖金,,
投资经理（固收）,20-35万/年,青岛·崂山区,5年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,保险;五险一金,管理;理工科;资产配置;cfa;固定收益;债券;公募基金;宏观经济;薪资面议,金融 投资策略
投融资专员,6千-1万·13薪,长沙,无需经验,硕士,长沙安牧泉智能科技有限公司,电子技术/半导体/集成电路,合资,50-150人,,,
投行分析师（可远程）,6-8千,上海·浦东新区,无需经验,本科,上海海屿创晟教育科技有限公司,金融/投资/证券,合资,10000人以上,,,
招标代理（世行或亚行或亚投行）,15-25万/年,广州,1年及以上,本科,广东省国际工程咨询有限公司,专业服务(咨询、人力资源、财会),国企,1000-5000人,五险一金;绩效奖金;定期体检;餐饮补贴;节日福利,招标代理;招标;亚投行;招标公告;咨询,亚洲银行 世界银行
电力工程投标专员,5千-1万·13薪,滁州·南谯区,1年及以上,大专,安徽健驰智能科技有限公司,新能源,民营,少于50人,五险一金;带薪年假;带薪病假,excel;word;投标;行政管理;归档;工商管理;商务;商务标;技术标;powerpoint,
资本运营专员,6千-1.2万,镇江·丹徒区,1-3年,本科,江苏田信塑料光纤有限公司,电气/电力/水利,民营,50-150人,绩效奖金;年终奖金,融资;并购;信息披露;股权融资;新三板挂牌;债权融资;资本运作;协议谈判,ipo 资本市场
团队负责人,1.5-2万,南京·江宁区,3年及以上,本科,国金证券股份有限公司南京双龙大道证券营业部,金融/投资/证券,已上市,1000-5000人,五险一金;补充医疗保险;带薪年假;带薪病假;绩效奖金;专业培训;定期体检;出差补贴;通讯补贴,定期团建,
基金经理（主管级）,12-24万/年,武汉·洪山区,5年及以上,本科,湖北珞珈实验室,学术/科研,事业单位,150-500人,五险一金;通讯补贴;年终奖金;定期体检,基金;方案设计;经济;法律;cfa;系统维护;备案;frm,金融 投资
财富顾问,1.3-2.5万,上海·浦东新区,1年及以上,本科,招商证券股份有限公司上海浦东新区金科路证券营业部,金融/投资/证券,已上市,5000-10000人,绩效奖金;专业培训;年终奖金;定期体检;餐饮补贴;通讯补贴;带薪年假;节日福利;周末双休;补充公积金;高温补贴,,
资金负责人-蓝星聚变,20-40万/年,合肥·包河区,5年及以上,本科,安徽省人力资源有限公司,专业服务(咨询、人力资源、财会),国企,50-150人,,财务;谈判;经济;融资;工商管理;投行;商业计划书;股权激励,金融 路演 资本市场 上市公司
跨境并购分析员Analyst,1-1.2万·13薪,上海·浦东新区,无需经验,本科,上海谦舟商务咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;定期体检;绩效奖金;员工旅游;节日福利,全职;员工餐,
投标主管,8千-1.5万,上海·浦东新区,2年及以上,本科,上海大华工程造价咨询有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,五险一金;绩效奖金;年终奖金,行政;招投标;投标;行政管理;标书制作;商务洽谈;商务合约;购买标书;工程,
投资银行部项目经理（高级）(000634),1.5-2.5万,南昌·红谷滩区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;尽职调查;客户维护;cpa;持续督导;注册会计师;投行;团队建设,金融机构 ipo
跨境并购经理Associate,20-40万/年,上海·浦东新区,3年及以上,本科,上海谦舟商务咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;定期体检;绩效奖金,财务;英语;谈判;会计;尽职调查;跨境并购;注册会计师;投行,金融 并购投资
股权债券法律审核岗,8千-1.2万,上海·浦东新区,2年及以上,本科,爱建证券有限责任公司,金融/投资/证券,国企,500-1000人,培训,验收;尽职调查;质量控制;非诉;持续督导;现场检查;司法考试;律所;数据报送,投资银行
美股研究助理,8千-1.2万,上海,无需经验,本科,上海道杰投资有限公司,金融/投资/证券,民营,少于50人,,财务;英语听读,
平安理财规划师,8千-1.5万·15薪,北京·丰台区,2年,大专,中国平安人寿保险股份有限公司北京分公司,保险,民营,10000人以上,保险;年终奖;高提成,投行;私募;理财;信托;贷款;信用卡;奖金;时间自由,金融 销售 银行
资金负责人-蓝星聚变,20-40万/年,合肥·包河区,5年及以上,本科,安徽省人力资源有限公司,专业服务(咨询、人力资源、财会),国企,50-150人,,财务;谈判;经济;融资;工商管理;投行;商业计划书;股权激励,金融 路演 资本市场 上市公司
集团战略部发展研究中心产业研究组组长,40-50万/年,北京·朝阳区,5年及以上,本科,中粮集团有限公司,多元化业务集团公司,国企,10000人以上,,食品;经济;市场分析;分析报告;投行;贸易;农业;公文,金融 战略规划
跨境并购副总裁VP,40-80万/年,上海·浦东新区,10年及以上,本科,上海谦舟商务咨询有限公司,金融/投资/证券,民营,少于50人,五险一金;定期体检;绩效奖金;员工旅游;节日福利,跨境并购;并购交易;员工餐,
投行经理岗,25-40万/年,北京·西城区,2年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,,薪资面议,
债券投行项目经理,1-1.5万,广州·天河区,2年及以上,本科,华金证券股份有限公司,金融/投资/证券,国企,500-1000人,五险一金;定期体检;绩效奖金,计算机;会计;方案设计;尽职调查;统计;理工科;债券;法学;cpa,金融
投行债券业务承做岗,1.5-3万,深圳·南山区,3年及以上,本科,世纪证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;财务;会计;尽职调查;法律;公司债;持续督导,金融 投资银行
行业研究员/股票研究员,9.5千-1万·13薪,上海·闵行区,无需经验,本科,易唯思商务咨询（上海）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,150-500人,五险一金;年终奖金,外资投行;二级行研;股票研究;股票分析师;CFA;DCF;公司估值;研报撰写,卖方研究 金融
投行业务岗-承揽(成都）,1.6-2.3万,成都·高新区,3年及以上,本科,川财证券有限责任公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;专业培训;年终奖金;带薪年假;节日福利;周末双休,持续发展,
产品经理岗（投行、金融市场方向）,1.5-2万,佛山·南海区,2年及以上,本科,珠海华润银行股份有限公司,银行,国企,1000-5000人,补充医疗保险;餐饮补贴;年终奖金;定期体检;六险二金,投行,金融市场
投行项目经理,1-2万,嘉兴,3年及以上,本科,宁波银行股份有限公司嘉兴分行,金融/投资/证券,已上市,10000人以上,五险一金;定期体检;绩效奖金;专业培训;年终奖金;通讯补贴,开户;授信;gp;走访,科技金融 项目推进
002财富业务岗（南京）,6-8千,南京,无需经验,大专,财通证券股份有限公司绍兴分公司,制药/生物工程,民营,未知,,理财,
J6PX9TM-总行投资银行部业务经理岗（并购方向）,2-2.5万,上海·黄浦区,3年及以上,本科,上海农村商业银行股份有限公司,银行,国企,5000-10000人,业务培训;定期体检;绩效奖金,市场调研;法律;cfa;cpa;投行;扁平管理,市场营销 金融 银行 战略规划
投资银行部项目经理（高级）(000634),1.5-2.5万,南昌·红谷滩区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;尽职调查;客户维护;cpa;持续督导;注册会计师;投行;团队建设,金融机构 ipo
投资经理（银行）,1.5-2.5万,北京·朝阳区,3年及以上,本科,猎创企聘（四川）科技有限公司,贸易/进出口,民营,未知,五险一金,尽职调查;后期服务;行业研究;投行;新能源;智能制造;行业研究报告,股权投资 投资建议书 投资方案
综合岗助理（投资助理，投后管理）,1-1.5万·13薪,上海,2年及以上,本科,上海金盏企业服务集团有限公司,多元化业务集团公司,民营,50-150人,,,
投资银行部二级部门负责人(000583),1.5-2.5万,上海,10年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;团队建设;运营管理;客户资源;cpa;注册会计师;投行;项目承揽;保荐代表人,
投资银行部项目经理（高级）(000634),1.5-2.5万,南昌·红谷滩区,8年及以上,硕士,国盛证券有限责任公司,金融/投资/证券,国企,1000-5000人,,证券从业资格;团队管理;尽职调查;客户维护;cpa;持续督导;注册会计师;投行;团队建设,金融机构 ipo
